horizon,split,corridor,baseline,experiment,signal_count,signals_per_week,delta_lift,delta_lift_ci_low,delta_lift_ci_high,delta_bps,delta_bps_ci_low,delta_bps_ci_high,decision
1,oot,RUB->AMD,cbr_full_logreg,cbr_context_catboost,4,0.07692307692307693,-0.15593434343434343,-1.2595787895310795,0.8589930555555554,25.92562792966398,-105.26910628944925,129.88750528530898,insufficient_frequency
1,oot,RUB->KGS,cbr_full_logreg,cbr_context_catboost,5,0.09615384615384616,1.0555555555555556,0.0,2.247062618371212,80.60423063655924,18.528851728691414,178.47830851982013,insufficient_frequency
1,oot,RUB->KZT,cbr_full_logreg,cbr_context_catboost,9,0.17307692307692307,-0.1932707355242569,-0.7020462586201263,0.0,-20.005224890104664,-95.04768344712592,37.10460532442464,insufficient_frequency
1,oot,RUB->TJS,cbr_full_logreg,cbr_context_catboost,11,0.21153846153846154,0.07983838383838382,-0.6819275321640974,0.40450027233115377,4.578198058083167,-35.65398859414882,43.31278110470365,insufficient_frequency
1,oot,RUB->UZS,cbr_full_logreg,cbr_context_catboost,6,0.11538461538461539,0.42377450980392184,-0.4600713619695023,1.0939049669138168,15.13031952117349,-31.221817516682783,71.7413904311171,insufficient_frequency
3,y2022,RUB->AMD,cbr_full_logreg,incumbent_ab,1,0.01977401129943503,-2.905882352941177,-4.258620689655173,-2.41349130058637,-292.5239964158253,-292.5239964158253,-292.5239964158253,insufficient_frequency
3,y2022,RUB->KGS,cbr_full_logreg,incumbent_ab,0,0.0,,,,,,,unusable
3,y2022,RUB->KZT,cbr_full_logreg,incumbent_ab,2,0.03954802259887006,,,,,,,insufficient_frequency
3,y2022,RUB->TJS,cbr_full_logreg,incumbent_ab,1,0.01977401129943503,-2.839080459770115,-3.9206349206349205,-2.367226074895979,-402.8543039201794,-402.8543039201794,-402.8543039201794,insufficient_frequency
3,y2022,RUB->UZS,cbr_full_logreg,incumbent_ab,1,0.01977401129943503,,,,,,,insufficient_frequency
3,wf_oos,RUB->AMD,cbr_full_logreg,incumbent_ab,34,0.24714434060228452,-0.0720601966276706,-0.7213400708456912,0.4839057831535706,12.05527416451177,-50.83069771568169,55.19551317626707,insufficient_frequency
3,wf_oos,RUB->KGS,cbr_full_logreg,incumbent_ab,31,0.22533748701973,0.18356970194929678,-0.45124658719539024,0.8183774522385784,4.3072210986512,-52.86847229501146,53.43162319742447,insufficient_frequency
3,wf_oos,RUB->KZT,cbr_full_logreg,incumbent_ab,27,0.19626168224299065,-0.005090361679509048,-0.6971094153557315,0.7656185647409229,-6.284258397548335,-76.6969247328106,68.00014807731871,insufficient_frequency
3,wf_oos,RUB->TJS,cbr_full_logreg,incumbent_ab,32,0.23260643821391483,0.1442548679390785,-0.4845937351099516,0.7178380731028271,53.5958683896955,-8.278586596666672,105.54804057033454,insufficient_frequency
3,wf_oos,RUB->UZS,cbr_full_logreg,incumbent_ab,32,0.23260643821391483,0.15018315018315032,-0.5161299932266757,0.8699281810401828,-11.783062076111332,-67.45576084508744,40.29592806474292,insufficient_frequency
3,oot,RUB->AMD,cbr_full_logreg,incumbent_ab,13,0.25277777777777777,,,,,,,insufficient_frequency
3,oot,RUB->KGS,cbr_full_logreg,incumbent_ab,15,0.29166666666666663,,,,,,,insufficient_frequency
3,oot,RUB->KZT,cbr_full_logreg,incumbent_ab,8,0.15555555555555556,,,,,,,insufficient_frequency
3,oot,RUB->TJS,cbr_full_logreg,incumbent_ab,19,0.3694444444444444,,,,,,,insufficient_frequency
3,oot,RUB->UZS,cbr_full_logreg,incumbent_ab,15,0.29166666666666663,,,,,,,insufficient_frequency
3,y2022,RUB->AMD,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,y2022,RUB->KGS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,y2022,RUB->KZT,cbr_full_logreg,cbr_context_logreg,3,0.059322033898305086,,,,,,,insufficient_frequency
3,y2022,RUB->TJS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,y2022,RUB->UZS,cbr_full_logreg,cbr_context_logreg,1,0.01977401129943503,,,,,,,insufficient_frequency
3,wf_oos,RUB->AMD,cbr_full_logreg,cbr_context_logreg,14,0.10176531671858774,-0.06125116713352008,-0.9372828685258965,0.9264592421735279,18.92423319492041,-47.27452621834236,95.11059841048454,insufficient_frequency
3,wf_oos,RUB->KGS,cbr_full_logreg,cbr_context_logreg,7,0.05088265835929387,0.5794441807730843,-0.5019582764741035,2.0417302329456626,17.990584451064134,-46.267325020991315,110.19897557994372,insufficient_frequency
3,wf_oos,RUB->KZT,cbr_full_logreg,cbr_context_logreg,5,0.036344755970924195,0.08246385920804533,-1.351127151168882,2.0605874953755086,42.785689842335515,-101.45005567575565,338.56838608274285,insufficient_frequency
3,wf_oos,RUB->TJS,cbr_full_logreg,cbr_context_logreg,8,0.05815160955347871,0.2213225371120109,-0.7388551774432102,1.4865432737665483,27.24653978670091,-41.65596736126976,130.34576363183893,insufficient_frequency
3,wf_oos,RUB->UZS,cbr_full_logreg,cbr_context_logreg,11,0.07995846313603322,-0.04598909862067735,-1.0502300280826251,1.0580391528103947,-10.18643436871508,-95.0889078528113,76.03132197744893,insufficient_frequency
3,oot,RUB->AMD,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,oot,RUB->KGS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,oot,RUB->KZT,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,oot,RUB->TJS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,oot,RUB->UZS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
3,y2022,RUB->AMD,cbr_full_logreg,cbr_full_catboost,1,0.01977401129943503,-2.905882352941177,-3.884992784992785,-2.2870370370370368,-448.8445987692452,-448.8445987692452,-448.8445987692452,insufficient_frequency
3,y2022,RUB->KGS,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
3,y2022,RUB->KZT,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
