horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,signals_per_week,cluster_share,brier_score,experiment,feature_groups
3,RUB->AMD,logreg,wf_oos,656,34,255,0.35294117647058826,0.38871951219512196,0.38411764705882356,0.9079584775086506,0.9188361408882082,10.87264591582866,0.24714434060228452,0.11764705882352941,0.2395118159572528,incumbent_ab,"A,B"
3,RUB->KGS,logreg,wf_oos,656,31,252,0.41935483870967744,0.38414634146341464,0.39806451612903226,1.0916538658474142,1.053484602917342,8.917001834064639,0.22533748701973,0.06451612903225806,0.23793162995203349,incumbent_ab,"A,B"
3,RUB->KZT,logreg,wf_oos,656,27,222,0.37037037037037035,0.3384146341463415,0.3488888888888889,1.0944277610944275,1.0615711252653925,18.816588670460046,0.19626168224299065,0.07407407407407407,0.2287688923573145,incumbent_ab,"A,B"
3,RUB->TJS,logreg,wf_oos,656,32,266,0.46875,0.4054878048780488,0.3925,1.1560150375939848,1.1942675159235667,55.97178645061256,0.23260643821391483,0.0625,0.24173953307596185,incumbent_ab,"A,B"
3,RUB->UZS,logreg,wf_oos,656,32,247,0.4375,0.37652439024390244,0.355625,1.1619433198380567,1.2302284710017575,-3.517088260336333,0.23260643821391483,0.0625,0.23398316336629268,incumbent_ab,"A,B"
3,RUB->AMD,logreg,oot,245,13,92,0.23076923076923078,0.37551020408163266,0.38,0.6145484949832776,0.6072874493927126,9.90205019350546,0.25277777777777777,0.0,0.23739257241830497,incumbent_ab,"A,B"
3,RUB->KGS,logreg,oot,245,15,87,0.3333333333333333,0.3551020408163265,0.34,0.9386973180076629,0.980392156862745,47.07112062525781,0.29166666666666663,0.06666666666666667,0.2298748512475848,incumbent_ab,"A,B"
3,RUB->KZT,logreg,oot,245,8,94,0.125,0.3836734693877551,0.3875,0.32579787234042556,0.3225806451612903,5.586911615493514,0.15555555555555556,0.0,0.25259455142766196,incumbent_ab,"A,B"
3,RUB->TJS,logreg,oot,245,19,91,0.3684210526315789,0.37142857142857144,0.3673684210526315,0.9919028340080971,1.0028653295128942,24.38019845087648,0.3694444444444444,0.0,0.23134366151890595,incumbent_ab,"A,B"
3,RUB->UZS,logreg,oot,245,15,96,0.4,0.39183673469387753,0.39599999999999985,1.0208333333333335,1.0101010101010106,27.19805617618788,0.29166666666666663,0.0,0.2440713812972166,incumbent_ab,"A,B"
3,RUB->AMD,logreg,y2022,247,1,85,1.0,0.3441295546558704,0.42,2.905882352941177,2.380952380952381,132.41526554576845,0.01977401129943503,0.0,0.252513749382936,cbr_full_logreg,"A,B,C,E"
3,RUB->KGS,logreg,y2022,247,1,84,1.0,0.340080971659919,0.3,2.9404761904761907,3.3333333333333335,125.35907106458605,0.01977401129943503,0.0,0.25106805500734475,cbr_full_logreg,"A,B,C,E"
3,RUB->KZT,logreg,y2022,247,0,75,,0.30364372469635625,,,,,0.0,,0.24025494393677707,cbr_full_logreg,"A,B,C,E"
3,RUB->TJS,logreg,y2022,247,1,87,1.0,0.3522267206477733,0.26,2.839080459770115,3.846153846153846,133.26444673062085,0.01977401129943503,0.0,0.257239779546985,cbr_full_logreg,"A,B,C,E"
3,RUB->UZS,logreg,y2022,247,0,79,,0.31983805668016196,,,,,0.0,,0.24717914213116693,cbr_full_logreg,"A,B,C,E"
3,RUB->AMD,logreg,wf_oos,656,42,255,0.38095238095238093,0.38871951219512196,0.38857142857142846,0.9800186741363212,0.9803921568627453,-1.1826282486831101,0.3052959501557632,0.11904761904761904,0.23760089053118597,cbr_full_logreg,"A,B,C,E"
3,RUB->KGS,logreg,wf_oos,656,43,252,0.3488372093023256,0.38414634146341464,0.3995348837209301,0.9080841638981174,0.873108265424913,4.609780735413438,0.3125649013499481,0.023255813953488372,0.237561587386699,cbr_full_logreg,"A,B,C,E"
3,RUB->KZT,logreg,wf_oos,656,43,222,0.37209302325581395,0.3384146341463415,0.33069767441860465,1.0995181227739366,1.1251758087201125,25.10084706800838,0.3125649013499481,0.11627906976744186,0.22831268159157642,cbr_full_logreg,"A,B,C,E"
