horizon,corridor,method,split,feature_groups,metric,old,reconstructed,match
5,RUB->AMD,logreg,y2022,"A,B,C,D",signals_per_week,0.5338983050847458,0.5338983050847458,True
5,RUB->AMD,logreg,y2022,"A,B,C,D",cluster_share,0.5185185185185185,0.5185185185185185,True
5,RUB->AMD,momentum,oot,,eligible_days,243.0,243.0,True
5,RUB->AMD,momentum,oot,,signal_count,36.0,36.0,True
5,RUB->AMD,momentum,oot,,target_positives,74.0,74.0,True
5,RUB->AMD,momentum,oot,,signal_hit_rate,0.2222222222222222,0.2222222222222222,True
5,RUB->AMD,momentum,oot,,random_hit_rate,0.3045267489711934,0.3045267489711934,True
5,RUB->AMD,momentum,oot,,freq_matched_hit_rate,0.3038888888888889,0.3038888888888889,True
5,RUB->AMD,momentum,oot,,lift,0.7297297297297297,0.7297297297297297,True
5,RUB->AMD,momentum,oot,,lift_freq_matched,0.7312614259597806,0.7312614259597806,True
5,RUB->AMD,momentum,oot,,bps_forward,-13.438232832167063,-13.438232832167063,True
5,RUB->AMD,momentum,oot,,signals_per_week,0.7039106145251396,0.7039106145251396,True
5,RUB->AMD,momentum,oot,,cluster_share,0.5555555555555556,0.5555555555555556,True
5,RUB->AMD,momentum,wf_oos,,eligible_days,656.0,656.0,True
5,RUB->AMD,momentum,wf_oos,,signal_count,89.0,89.0,True
5,RUB->AMD,momentum,wf_oos,,target_positives,215.0,215.0,True
5,RUB->AMD,momentum,wf_oos,,signal_hit_rate,0.3033707865168539,0.3033707865168539,True
5,RUB->AMD,momentum,wf_oos,,random_hit_rate,0.3277439024390244,0.3277439024390244,True
5,RUB->AMD,momentum,wf_oos,,freq_matched_hit_rate,0.318876404494382,0.318876404494382,True
5,RUB->AMD,momentum,wf_oos,,lift,0.9256336556049124,0.9256336556049124,True
5,RUB->AMD,momentum,wf_oos,,lift_freq_matched,0.9513742071881608,0.9513742071881608,True
5,RUB->AMD,momentum,wf_oos,,bps_forward,10.00428099441874,10.00428099441874,True
5,RUB->AMD,momentum,wf_oos,,signals_per_week,0.6469366562824507,0.6469366562824507,True
5,RUB->AMD,momentum,wf_oos,,cluster_share,0.5056179775280899,0.5056179775280899,True
5,RUB->AMD,momentum,y2022,,eligible_days,247.0,247.0,True
5,RUB->AMD,momentum,y2022,,signal_count,51.0,51.0,True
5,RUB->AMD,momentum,y2022,,target_positives,72.0,72.0,True
5,RUB->AMD,momentum,y2022,,signal_hit_rate,0.1764705882352941,0.1764705882352941,True
5,RUB->AMD,momentum,y2022,,random_hit_rate,0.291497975708502,0.291497975708502,True
5,RUB->AMD,momentum,y2022,,freq_matched_hit_rate,0.3,0.3,True
5,RUB->AMD,momentum,y2022,,lift,0.6053921568627452,0.6053921568627452,True
5,RUB->AMD,momentum,y2022,,lift_freq_matched,0.5882352941176471,0.5882352941176471,True
5,RUB->AMD,momentum,y2022,,bps_forward,-30.87278868002664,-30.87278868002664,True
5,RUB->AMD,momentum,y2022,,signals_per_week,1.0084745762711864,1.0084745762711864,True
5,RUB->AMD,momentum,y2022,,cluster_share,0.6666666666666666,0.6666666666666666,True
5,RUB->AMD,random,oot,,eligible_days,243.0,243.0,True
5,RUB->AMD,random,oot,,signal_count,86.0,86.0,True
5,RUB->AMD,random,oot,,target_positives,74.0,74.0,True
5,RUB->AMD,random,oot,,signal_hit_rate,0.3604651162790697,0.3604651162790697,True
5,RUB->AMD,random,oot,,random_hit_rate,0.3045267489711934,0.3045267489711934,True
5,RUB->AMD,random,oot,,freq_matched_hit_rate,0.3011627906976744,0.3011627906976744,True
5,RUB->AMD,random,oot,,lift,1.1836895034569452,1.1836895034569452,True
5,RUB->AMD,random,oot,,lift_freq_matched,1.1969111969111967,1.1969111969111967,True
5,RUB->AMD,random,oot,,bps_forward,20.289211565559324,20.289211565559324,True
5,RUB->AMD,random,oot,,signals_per_week,1.6815642458100557,1.6815642458100557,True
5,RUB->AMD,random,oot,,cluster_share,0.4069767441860465,0.4069767441860465,True
5,RUB->AMD,random,wf_oos,,eligible_days,656.0,656.0,True
5,RUB->AMD,random,wf_oos,,signal_count,217.0,217.0,True
5,RUB->AMD,random,wf_oos,,target_positives,215.0,215.0,True
5,RUB->AMD,random,wf_oos,,signal_hit_rate,0.3640552995391705,0.3640552995391705,True
5,RUB->AMD,random,wf_oos,,random_hit_rate,0.3277439024390244,0.3277439024390244,True
5,RUB->AMD,random,wf_oos,,freq_matched_hit_rate,0.324147465437788,0.324147465437788,True
5,RUB->AMD,random,wf_oos,,lift,1.1107919837102131,1.1107919837102131,True
5,RUB->AMD,random,wf_oos,,lift_freq_matched,1.123116292294569,1.123116292294569,True
5,RUB->AMD,random,wf_oos,,bps_forward,30.861547239940315,30.861547239940315,True
5,RUB->AMD,random,wf_oos,,signals_per_week,1.57736240913811,1.57736240913811,True
5,RUB->AMD,random,wf_oos,,cluster_share,0.3410138248847926,0.3410138248847926,True
5,RUB->AMD,random,y2022,,eligible_days,247.0,247.0,True
5,RUB->AMD,random,y2022,,signal_count,81.0,81.0,True
5,RUB->AMD,random,y2022,,target_positives,72.0,72.0,True
5,RUB->AMD,random,y2022,,signal_hit_rate,0.3333333333333333,0.3333333333333333,True
5,RUB->AMD,random,y2022,,random_hit_rate,0.291497975708502,0.291497975708502,True
5,RUB->AMD,random,y2022,,freq_matched_hit_rate,0.2933333333333333,0.2933333333333333,True
5,RUB->AMD,random,y2022,,lift,1.1435185185185186,1.1435185185185186,True
5,RUB->AMD,random,y2022,,lift_freq_matched,1.1363636363636362,1.1363636363636362,True
5,RUB->AMD,random,y2022,,bps_forward,37.32243174842084,37.32243174842084,True
5,RUB->AMD,random,y2022,,signals_per_week,1.6016949152542377,1.6016949152542377,True
5,RUB->AMD,random,y2022,,cluster_share,0.2716049382716049,0.2716049382716049,True
5,RUB->AMD,reversal,oot,,eligible_days,243.0,243.0,True
5,RUB->AMD,reversal,oot,,signal_count,10.0,10.0,True
5,RUB->AMD,reversal,oot,,target_positives,74.0,74.0,True
5,RUB->AMD,reversal,oot,,signal_hit_rate,0.1,0.1,True
5,RUB->AMD,reversal,oot,,random_hit_rate,0.3045267489711934,0.3045267489711934,True
5,RUB->AMD,reversal,oot,,freq_matched_hit_rate,0.332,0.332,True
5,RUB->AMD,reversal,oot,,lift,0.3283783783783784,0.3283783783783784,True
5,RUB->AMD,reversal,oot,,lift_freq_matched,0.3012048192771084,0.3012048192771084,True
5,RUB->AMD,reversal,oot,,bps_forward,8.128195447956173,8.128195447956173,True
5,RUB->AMD,reversal,oot,,signals_per_week,0.1955307262569832,0.1955307262569832,True
5,RUB->AMD,reversal,oot,,cluster_share,0.0,0.0,True
5,RUB->AMD,reversal,wf_oos,,eligible_days,656.0,656.0,True
5,RUB->AMD,reversal,wf_oos,,signal_count,29.0,29.0,True
5,RUB->AMD,reversal,wf_oos,,target_positives,215.0,215.0,True
5,RUB->AMD,reversal,wf_oos,,signal_hit_rate,0.3103448275862069,0.3103448275862069,True
