experiment,currency,fold,training_horizon,evaluation_horizon,hit_rate,base_hit_rate,eligible_days,target_positives,positive_target_per_week,all_signals,outcome_signals,excluded_outcome_signals,moment_signals,excluded_moment_signals,empty_week_share,over_two_week_share,weeks,period_start,period_end,small_sample,worst_five_mean_bps,random_hit_rate_lar,random_forward_bps_lar,random_cvar_lar,forward_bps_lar,lift_ci_low,lift_ci_high,lift_bootstrap_valid,moment_advantage_bps_ci_low,moment_advantage_bps_ci_high,moment_advantage_bps_bootstrap_valid,customer_regret_cvar_95_bps_ci_low,customer_regret_cvar_95_bps_ci_high,customer_regret_cvar_95_bps_bootstrap_valid,lift_at_risk_ci_low,lift_at_risk_ci_high,lift_at_risk_bootstrap_valid
catboost_abcd,AMD,wf_2022,5.0,1,,0.5020242914979757,247,124,2.4313725490196076,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,AMD,wf_2023,5.0,1,0.4615384615384615,0.5708502024291497,247,141,2.764705882352941,52,52,0,52,0,0.6666666666666666,0.196078431372549,51,2023-01-10,2023-12-30,True,222.890960545012,0.4376923076923077,-8.236521265222287,208.67216010393273,-17.36742874399295,0.6236478848745707,0.975355875219036,1000,-7.734854952424385,6.328569082700832,1000,126.7748076888216,359.90593514702687,1000,0.4101432313436039,1.2486219496640572,1000
catboost_abcd,AMD,wf_2024,5.0,1,0.5,0.5604838709677419,248,139,2.7254901960784315,4,4,0,4,0,0.9215686274509804,0.0,51,2024-01-10,2024-12-29,True,5.429492310776718,0.5175,11.872169895722504,56.37311206417872,23.29324498527602,0.0,1.722222222222222,984,-31.135577102736622,-14.591475513702768,984,0.0,11.252733864377529,984,0.0,1.676005511221092,969
catboost_abcd,AMD,wf_2025,5.0,1,0.5263157894736842,0.453416149068323,161,73,2.1470588235294117,19,19,0,19,0,0.6764705882352942,0.0588235294117647,34,2025-01-10,2025-08-30,True,37.2549542238616,0.5236842105263158,0.3373002379308631,147.608945417327,3.638011296912664,0.8238170354864432,1.677137997066493,1000,-29.033522749256537,0.1630787834241421,1000,32.37175430568673,48.95949995794568,1000,1.0577369217389458,2.0473787839071043,1000
catboost_abcd,KGS,oot,5.0,1,0.75,0.4736842105263157,247,117,2.207547169811321,4,4,0,4,0,0.9433962264150944,0.0,53,2025-09-02,2026-09-02,True,13.030377744903676,0.68875,41.481711631085325,130.14830312521133,76.36150508285562,0.0,2.5833333333333335,797,-57.46764498666401,7.932394406444665,797,0.0,52.121510979614705,797,0.0,4.526569496325829,797
catboost_abcd,KGS,wf_2022,5.0,1,,0.4979757085020243,247,123,2.411764705882353,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,KGS,wf_2023,5.0,1,0.48,0.5668016194331984,247,140,2.7450980392156863,50,50,0,50,0,0.6666666666666666,0.196078431372549,51,2023-01-10,2023-12-30,True,165.997462216656,0.4576999999999999,1.5772694556925817,170.3823128301189,3.264811190251858,0.7049205194269963,1.0196806005866912,999,-0.8310678935511671,8.910060551042655,999,42.79189155553729,233.42372218724483,999,0.7497228762648124,1.2312994422628614,999
catboost_abcd,KGS,wf_2024,5.0,1,0.5714285714285714,0.5645161290322581,248,140,2.7450980392156863,7,7,0,7,0,0.8823529411764706,0.0,51,2024-01-10,2024-12-29,True,8.828423422169607,0.595,13.83230309382961,65.44787887103094,24.374211583162285,0.3821833653902198,1.6555525727069345,993,-28.40149694758765,1.7869017174731994,993,0.0,15.32840382149514,993,0.3423204060251883,2.29846361851712,989
catboost_abcd,KGS,wf_2025,5.0,1,0.5,0.422360248447205,161,68,2.0,22,22,0,22,0,0.6470588235294118,0.088235294117647,34,2025-01-10,2025-08-30,True,34.88074839354871,0.4502272727272727,-0.959590106672902,120.09871893018246,2.991551829614646,0.6938663793103449,1.8416542108646736,1000,-24.95908565714819,0.1956481112859102,1000,23.136397360301597,49.83910211129539,1000,1.0574187819365437,2.5586238664957164,1000
catboost_abcd,KZT,oot,5.0,1,0.6666666666666666,0.5748987854251012,247,142,2.679245283018868,3,3,0,3,0,0.9433962264150944,0.0,53,2025-09-02,2026-09-02,True,20.718347549757432,0.7483333333333333,74.75271983076519,73.54674211563699,116.5828134377541,0.0,1.9690412698412691,759,-103.65827053374966,31.06388872400334,759,0.0,62.155042649272296,759,0.0,2.8117915365779114,740
