experiment,currency,fold,training_horizon,evaluation_horizon,hit_rate,base_hit_rate,eligible_days,target_positives,positive_target_per_week,all_signals,outcome_signals,excluded_outcome_signals,moment_signals,excluded_moment_signals,empty_week_share,over_two_week_share,weeks,period_start,period_end,small_sample,worst_five_mean_bps,random_hit_rate_lar,random_forward_bps_lar,random_cvar_lar,forward_bps_lar,lift_ci_low,lift_ci_high,lift_bootstrap_valid,moment_advantage_bps_ci_low,moment_advantage_bps_ci_high,moment_advantage_bps_bootstrap_valid,customer_regret_cvar_95_bps_ci_low,customer_regret_cvar_95_bps_ci_high,customer_regret_cvar_95_bps_bootstrap_valid,lift_at_risk_ci_low,lift_at_risk_ci_high,lift_at_risk_bootstrap_valid
catboost_ab,AMD,wf_2023,5.0,3,0.3608247422680412,0.4534412955465587,247,112,2.196078431372549,97,97,0,97,0,0.4705882352941176,0.392156862745098,51,2023-01-10,2023-12-30,True,401.60930021569374,0.3482474226804123,-0.8041288189847687,442.5582956112568,9.095896894076136,0.6382414724538226,1.0568998795199689,1000,12.451910507374636,52.50982355556976,1000,269.0794658697499,522.3753978840045,1000,0.8392706339136697,2.9869594517486218,1000
catboost_ab,AMD,wf_2024,5.0,3,0.325,0.407258064516129,248,101,1.9803921568627452,40,40,0,40,0,0.7254901960784313,0.1372549019607843,51,2024-01-10,2024-12-29,True,384.6210415695799,0.336875,-4.588355775566645,544.9170661606504,-12.886127651016874,0.2238335896872482,1.4209642644936762,1000,-16.123190787231813,23.083361270372965,1000,68.39319231499275,726.5623107910636,1000,0.4009839154956921,1.6622143976551322,1000
catboost_ab,AMD,wf_2025,5.0,3,,0.2608695652173913,161,42,1.2352941176470589,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,,,,0,,,0,,,0,,,0
catboost_ab,KGS,oot,5.0,3,0.5294117647058824,0.3551020408163265,245,87,1.6415094339622642,17,17,0,17,0,0.8679245283018868,0.0566037735849056,53,2025-09-02,2026-09-02,True,230.30243896624825,0.5641176470588235,63.62181370455215,479.0091239318773,62.00483730075744,0.4579545454545461,2.4665740016013964,1000,-85.71136914816915,9.325672411106378,1000,43.99962252334522,479.0091239318773,1000,0.2938416001033488,1.2184934493685862,999
catboost_ab,KGS,wf_2022,5.0,3,0.303030303030303,0.340080971659919,247,84,1.6470588235294117,33,33,0,33,0,0.6862745098039216,0.0784313725490196,51,2022-01-11,2022-12-31,True,803.3312234601126,0.3406060606060606,-48.016207610483555,903.9646069483002,-26.897145598918915,0.3637236131566028,1.2835603566939968,1000,-30.51568891032368,174.0919045736762,1000,477.1736404009253,986.2956397028056,1000,0.2736333040899919,1.6302293625080977,1000
catboost_ab,KGS,wf_2023,5.0,3,0.4019607843137255,0.4493927125506073,247,111,2.176470588235294,102,102,0,102,0,0.392156862745098,0.4313725490196078,51,2023-01-10,2023-12-30,False,,0.381470588235294,4.34727688936333,388.99681664826306,16.454816915879743,0.7200294568399852,1.1282008638257923,1000,13.77332682912138,40.06084218001012,1000,142.37100850993085,373.7677664707193,1000,1.0323419885211074,4.193354711863128,1000
catboost_ab,KGS,wf_2024,5.0,3,0.3090909090909091,0.4193548387096774,248,104,2.0392156862745097,55,55,0,55,0,0.6078431372549019,0.1764705882352941,51,2024-01-10,2024-12-29,True,418.52892451171056,0.2871818181818181,-23.048489796550275,545.8471394694762,-16.105964564272917,0.480992161802519,1.024846431565799,1000,-7.792310062788344,26.69923699629595,1000,121.73731891531035,680.54233855126,1000,0.8657207941957282,4.299940514620288,1000
catboost_ab,KGS,wf_2025,5.0,3,0.0,0.2298136645962732,161,37,1.088235294117647,1,1,0,1,0,0.9705882352941176,0.0,34,2025-01-10,2025-08-30,True,47.229445236256495,0.32,-7.053825144912284,21.36912079901655,-30.605545093818076,0.0,0.0,243,-33.17298075877439,-33.17298075877439,243,47.229445236256495,47.229445236256495,243,0.0,0.0,59
catboost_ab,KZT,oot,5.0,3,0.3103448275862069,0.3836734693877551,245,94,1.7735849056603774,29,29,0,29,0,0.7547169811320755,0.0754716981132075,53,2025-09-02,2026-09-02,True,194.16812222478976,0.3579310344827586,35.983372666465684,337.76485326222144,44.745216388690345,0.3027441485068604,1.447439585730725,1000,-50.10359276440107,3.624635568680283,1000,142.1228359453322,329.8223142748147,1000,0.3269342607756778,3.791926620379861,1000
catboost_ab,KZT,wf_2022,5.0,3,0.2894736842105263,0.3036437246963562,247,75,1.4705882352941178,38,38,0,38,0,0.6470588235294118,0.0980392156862745,51,2022-01-11,2022-12-31,True,751.3822014300869,0.258421052631579,-35.33054237657534,877.1671432559322,-2.962792934794636,0.4947669369752099,1.539840503246753,1000,38.52337109798255,146.36970648837791,1000,444.1494874335328,910.15372972868,1000,0.8202551795640012,4.504179118887919,1000
catboost_ab,KZT,wf_2023,5.0,3,0.3529411764705882,0.4048582995951417,247,100,1.96078431372549,102,102,0,102,0,0.3725490196078431,0.4117647058823529,51,2023-01-10,2023-12-30,False,,0.3164705882352941,-0.7876327017360322,483.061694975115,12.156769974800437,0.6789351488258856,1.152292985535181,1000,8.286308275653273,38.89447653351614,1000,253.8883822535329,432.86700203081455,1000,1.0502103389700077,7.2542581544493965,1000
catboost_ab,KZT,wf_2024,5.0,3,0.282051282051282,0.3346774193548387,248,83,1.6274509803921569,39,39,0,39,0,0.7254901960784313,0.1176470588235294,51,2024-01-10,2024-12-29,True,380.58436625497507,0.2565384615384615,-11.520106094446383,520.4213932945466,-14.730520927984143,0.4119124523194289,1.2330919801952105,1000,2.859712852604117,34.97814945241432,1000,107.11529510916806,681.9489079213304,1000,0.4604817249577991,2.3457343042461933,1000
catboost_ab,KZT,wf_2025,5.0,3,,0.2422360248447205,161,39,1.1470588235294117,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,,,,0,,,0,,,0,,,0
catboost_ab,TJS,oot,5.0,3,0.6428571428571429,0.3714285714285714,245,91,1.7169811320754718,29,28,1,28,1,0.7358490566037735,0.0754716981132075,53,2025-09-02,2026-09-02,True,287.3304456199279,0.6575,84.36686953665911,405.05587668925,78.35747735892339,0.8103477577379815,2.2700953389313643,1000,-70.49067128978747,6.511486233908276,1000,68.04612682181022,406.2139208181237,1000,0.4197461132732734,1.6818034041410894,1000
catboost_ab,TJS,wf_2022,5.0,3,0.2307692307692307,0.3522267206477733,247,87,1.7058823529411764,39,39,0,39,0,0.6470588235294118,0.1176470588235294,51,2022-01-11,2022-12-31,True,1200.24112875909,0.1928205128205128,-77.03978374019398,1569.976325753502,-68.88335011042238,0.3228582693947144,1.0393193650209722,1000,12.464879156013588,97.53314113027425,1000,458.246796871082,1678.168266063493,1000,0.6174172116143232,12.978540869483068,1000
catboost_ab,TJS,wf_2023,5.0,3,0.3604651162790697,0.4453441295546558,247,110,2.156862745098039,86,86,0,86,0,0.4705882352941176,0.3333333333333333,51,2023-01-10,2023-12-30,True,363.02706171410114,0.3291860465116279,-7.934017839893304,413.5025444424337,4.64211250619898,0.6616498488713765,1.0706353563539763,1000,15.110550714635568,46.27542922725437,1000,196.33297995082364,398.444768237286,1000,1.02267637317076,3.65599797776514,1000
catboost_ab,TJS,wf_2024,5.0,3,0.3243243243243243,0.407258064516129,248,101,1.9803921568627452,37,37,0,37,0,0.7254901960784313,0.1568627450980392,51,2024-01-10,2024-12-29,True,494.9387708160464,0.3422972972972974,-14.858699533550451,642.033490687449,-29.68895213268584,0.4176042523077564,1.1392865805340224,1000,-15.277175644063894,28.081510965357825,1000,139.47072927633494,744.5371412109592,1000,0.4093206934954023,1.2426124692443388,1000
catboost_ab,TJS,wf_2025,5.0,3,,0.3416149068322981,161,55,1.6176470588235294,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,,,,0,,,0,,,0,,,0
catboost_ab,UZS,oot,5.0,3,0.4761904761904761,0.3918367346938775,245,96,1.8113207547169812,22,21,1,21,1,0.8113207547169812,0.0754716981132075,53,2025-09-02,2026-09-02,True,291.5988801857905,0.5007142857142857,48.80628131544541,435.5450188003373,40.44010019120057,0.4117260646330413,1.8277855969974195,1000,-76.57610114306985,-3.347366015859874,1000,211.30027611493853,482.3244610418076,1000,0.4615956128760343,1.401173266835521,998
catboost_ab,UZS,wf_2022,5.0,3,0.2894736842105263,0.3198380566801619,247,79,1.5490196078431373,38,38,0,38,0,0.6470588235294118,0.0980392156862745,51,2022-01-11,2022-12-31,True,1109.8918320579735,0.2605263157894736,-113.93037180390758,1238.2646044781088,-112.10437643065228,0.3540952894741695,1.6307218309859155,1000,-2.3776881542553814,83.19773056000315,1000,487.61542077295104,1392.7703031285455,1000,0.6125874155413259,2.58668458785023,1000
catboost_ab,UZS,wf_2023,5.0,3,0.3846153846153846,0.4453441295546558,247,110,2.156862745098039,104,104,0,104,0,0.4509803921568627,0.4313725490196078,51,2023-01-10,2023-12-30,False,,0.3698557692307692,0.9071696141867313,409.46275818000527,12.365188640969205,0.6761036034926085,1.1651977470909454,1000,12.391568843844205,45.5128619611906,1000,191.88269368182745,400.49756720012783,1000,1.0282499969548775,3.274567435335666,1000
catboost_ab,UZS,wf_2024,5.0,3,0.2631578947368421,0.3911290322580645,248,97,1.9019607843137256,38,38,0,38,0,0.6862745098039216,0.1176470588235294,51,2024-01-10,2024-12-29,True,635.632283986916,0.2703947368421053,-36.58495929680418,651.501980556341,-58.02688106775938,0.3127909530083443,1.043496567505721,1000,-37.32495594244435,22.851284997565703,1000,242.7972692193059,789.5460713718116,1000,0.1058576549781662,1.3565287744913916,1000
catboost_ab,UZS,wf_2025,5.0,3,0.0,0.2484472049689441,161,40,1.1764705882352942,4,4,0,4,0,0.9705882352941176,0.0294117647058823,34,2025-01-10,2025-08-30,True,107.67094793223184,0.2,-41.62728274533201,157.97128472869605,-67.18566939185044,0.0,0.0,236,-75.48524695881298,-38.826093385392056,236,94.33597645140736,168.1428305053134,236,0.0,0.0,52
catboost_abcd,AMD,oot,5.0,3,0.0,0.3755102040816326,245,92,1.7358490566037736,1,1,0,1,0,0.981132075471698,0.0,53,2025-09-02,2026-09-02,True,54.78572216018218,0.78,71.12854024511729,12.052858875240082,-25.88500004767291,0.0,0.0,705,-82.46970549257826,-82.46970549257826,705,54.78572216018218,54.78572216018218,705,0.0,0.0,622
catboost_abcd,AMD,wf_2022,5.0,3,,0.3441295546558704,247,85,1.6666666666666667,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,AMD,wf_2023,5.0,3,0.2884615384615384,0.4534412955465587,247,112,2.196078431372549,52,52,0,52,0,0.6666666666666666,0.196078431372549,51,2023-01-10,2023-12-30,True,386.6187951905249,0.2822115384615384,-6.1366298924940255,383.7627592753051,-19.91382393178518,0.4704283778552071,0.9116946240039252,1000,-9.812671562142476,27.219433852569395,1000,272.5214252923814,564.7343099393764,1000,0.2964457701866188,1.4385369303443687,1000
catboost_abcd,AMD,wf_2024,5.0,3,0.5,0.407258064516129,248,101,1.9803921568627452,4,4,0,4,0,0.9215686274509804,0.0,51,2024-01-10,2024-12-29,True,14.952236757000414,0.47,27.847667900597763,98.27548066232572,39.760341624507646,0.0,2.307563170647282,980,-47.13063078675361,23.27907692073028,980,0.0,49.343711649272315,980,0.0,2.2493431588448467,965
catboost_abcd,AMD,wf_2025,5.0,3,0.3157894736842105,0.2608695652173913,161,42,1.2352941176470589,19,19,0,19,0,0.6764705882352942,0.0588235294117647,34,2025-01-10,2025-08-30,True,157.05249711064528,0.3202631578947368,-4.599119430102072,310.54606213591904,-6.1099957976869295,0.6388888888888888,2.1189844624860017,1000,-57.056236770628864,-0.7732786692349837,1000,51.201554733342206,333.0131867031416,1000,0.5154314607634191,1.8151795464864655,1000
catboost_abcd,KGS,oot,5.0,3,0.75,0.3551020408163265,245,87,1.6415094339622642,4,4,0,4,0,0.9433962264150944,0.0,53,2025-09-02,2026-09-02,True,13.030377744903676,0.5975,63.512579627907805,337.1387511962472,182.6832417452598,0.0,3.701492537313433,773,-79.75537685875555,25.80141704082865,773,0.0,52.121510979614705,773,0.0,35.67213335072483,773
catboost_abcd,KGS,wf_2022,5.0,3,,0.340080971659919,247,84,1.6470588235294117,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,KGS,wf_2023,5.0,3,0.32,0.4493927125506073,247,111,2.176470588235294,50,50,0,50,0,0.6666666666666666,0.196078431372549,51,2023-01-10,2023-12-30,True,300.3569592648012,0.3315999999999999,6.12619734137501,336.8640480608234,4.621361859877266,0.5281199282947213,0.9818062718674924,1000,-1.3491320961480913,33.6855471390856,1000,113.28395953396092,359.4462941700294,1000,0.7036057591433192,1.4231612919413168,1000
catboost_abcd,KGS,wf_2024,5.0,3,0.4285714285714285,0.4193548387096774,248,104,2.0392156862745097,7,7,0,7,0,0.8823529411764706,0.0,51,2024-01-10,2024-12-29,True,23.294595776879756,0.58,33.102891884460185,99.92482302298872,29.442784512282596,0.0,1.3279928793947482,985,-40.84308443721734,-3.341753497019485,985,21.69197396963085,55.07215516991293,985,0.0,1.1967118749953651,981
catboost_abcd,KGS,wf_2025,5.0,3,0.2727272727272727,0.2298136645962732,161,37,1.088235294117647,22,22,0,22,0,0.6470588235294118,0.088235294117647,34,2025-01-10,2025-08-30,True,186.15430950660448,0.2513636363636363,-8.085612528147475,278.6891158174146,-7.910956958946391,0.298093341503268,1.842316999395039,1000,-56.92088399760182,5.489417203859115,1000,116.97997966036544,348.0114353830177,1000,0.3416035163528824,1.7807463775459191,1000
catboost_abcd,KZT,oot,5.0,3,0.6666666666666666,0.3836734693877551,245,94,1.7735849056603774,3,3,0,3,0,0.9433962264150944,0.0,53,2025-09-02,2026-09-02,True,20.718347549757432,0.6816666666666665,142.4974969079891,203.25550137231932,242.3108190997995,0.0,3.409056316590563,791,-121.94828751479368,53.22896216204631,791,0.0,62.155042649272296,791,0.0,10.532385295616947,779
catboost_abcd,KZT,wf_2022,5.0,3,,0.3036437246963562,247,75,1.4705882352941178,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,KZT,wf_2023,5.0,3,0.3421052631578947,0.4048582995951417,247,100,1.96078431372549,38,38,0,38,0,0.6862745098039216,0.0980392156862745,51,2023-01-10,2023-12-30,True,272.4960103358005,0.2751315789473684,-5.515297774684792,404.49782716464995,5.023956802195391,0.5480546632698272,1.3060361348034843,1000,-10.667570434988605,31.80949100389129,1000,191.32296339575495,398.06848112379225,1000,0.8584619418461747,3.7176344615400954,1000
catboost_abcd,KZT,wf_2024,5.0,3,0.1666666666666666,0.3346774193548387,248,83,1.6274509803921569,6,6,0,6,0,0.9019607843137256,0.0,51,2024-01-10,2024-12-29,True,98.3071385197478,0.3758333333333333,20.99814249180117,220.7442637340946,-9.57884308654122,0.0,1.3839700374531831,985,-138.1340505697376,-16.218310355648192,985,16.448505803903224,320.0568628944178,985,0.0,0.7012385161592716,968
catboost_abcd,KZT,wf_2025,5.0,3,0.28,0.2422360248447205,161,39,1.1470588235294117,25,25,0,25,0,0.5588235294117647,0.088235294117647,34,2025-01-10,2025-08-30,True,261.35558824451135,0.2614,-14.248995291773404,319.85292113890887,-14.003714733172904,0.5030081753095976,2.0445528455284556,1000,-54.970093618205176,-1.4703441166954003,1000,241.4357848736003,329.7891879757575,1000,0.5655478784711981,1.5843491747482574,1000
catboost_abcd,TJS,oot,5.0,3,1.0,0.3714285714285714,245,91,1.7169811320754718,4,4,0,4,0,0.9622641509433962,0.0188679245283018,53,2025-09-02,2026-09-02,True,0.0,0.5475,46.57311243504075,384.94237455145,250.21986253537744,2.211346396965866,3.815384615384616,795,-0.275043913705586,62.89386680506493,795,0.0,0.0,795,4.491082470879469,41.864722841612334,774
catboost_abcd,TJS,wf_2022,5.0,3,,0.3522267206477733,247,87,1.7058823529411764,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,TJS,wf_2023,5.0,3,0.3076923076923077,0.4453441295546558,247,110,2.156862745098039,39,39,0,39,0,0.7254901960784313,0.1568627450980392,51,2023-01-10,2023-12-30,True,285.81719844917814,0.2806410256410256,0.1236296938971397,363.2121887196374,2.7191129385116803,0.4910751399169815,1.0739130434782609,999,13.299880687761547,53.492055181967984,999,129.49044903881995,359.089045971972,999,0.8229836268396069,2.0910770133063017,997
catboost_abcd,TJS,wf_2024,5.0,3,0.5,0.407258064516129,248,101,1.9803921568627452,6,6,0,6,0,0.8823529411764706,0.0,51,2024-01-10,2024-12-29,True,17.82213474147243,0.53,27.401537630641595,121.9376994074718,40.86861296037987,0.0,1.953625945271692,998,-35.08935690554937,6.566249609812456,998,10.577405453107149,49.27384962996939,998,0.0,2.029251623199871,990
catboost_abcd,TJS,wf_2025,5.0,3,0.3571428571428571,0.3416149068322981,161,55,1.6176470588235294,14,14,0,14,0,0.7647058823529411,0.0588235294117647,34,2025-01-10,2025-08-30,True,146.87639700219,0.3514285714285713,17.299974527567286,329.93922214062053,35.03916745434717,0.2554655712050078,1.84,1000,-59.47395481945486,34.27872387572903,1000,32.300273475649455,358.06888177782434,1000,0.276836747656595,2.0306964964735075,1000
catboost_abcd,UZS,oot,5.0,3,0.75,0.3918367346938775,245,96,1.8113207547169812,4,4,0,4,0,0.9433962264150944,0.0,53,2025-09-02,2026-09-02,True,6.20339731539965,0.65875,51.35341813181314,345.7446474080799,155.59047857071408,0.0,3.0617283950617287,772,-57.98683815603667,3.8651290132663,772,0.0,24.8135892615986,772,0.0,27.835809127956647,772
catboost_abcd,UZS,wf_2022,5.0,3,,0.3198380566801619,247,79,1.5490196078431373,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,,,,0,,,0,,,0,,,0
catboost_abcd,UZS,wf_2023,5.0,3,0.3333333333333333,0.4453441295546558,247,110,2.156862745098039,51,51,0,51,0,0.7058823529411765,0.196078431372549,51,2023-01-10,2023-12-30,True,325.49377573793726,0.3312745098039216,3.062139722569786,357.695794013226,1.1174923607266567,0.4686851462468161,1.1856932434514638,1000,-2.9734908454360434,45.494855842055685,1000,51.63916374945954,366.6375311894599,1000,0.8247651904365843,1.3553450337154702,1000
catboost_abcd,UZS,wf_2024,5.0,3,0.6,0.3911290322580645,248,97,1.9019607843137256,5,5,0,5,0,0.9019607843137256,0.0,51,2024-01-10,2024-12-29,True,18.19324289106561,0.5770000000000001,32.15561975772517,107.15111172229048,38.71945082693351,0.0,2.50530612244898,981,-41.93944010367989,6.5720115458822725,981,0.0,83.47470965621272,981,0.0,2.133625580054679,968
catboost_abcd,UZS,wf_2025,5.0,3,0.2631578947368421,0.2484472049689441,161,40,1.1764705882352942,19,19,0,19,0,0.6764705882352942,0.0588235294117647,34,2025-01-10,2025-08-30,True,193.4564840351416,0.27,-18.72649120812438,343.06223025212984,-17.525512677112744,0.2957573430758708,1.9350961538461544,1000,-62.390471670042785,14.739545890214128,1000,92.7295980314402,379.0690617521264,1000,0.2980286624781748,1.886528429683792,1000
level,AMD,oot,,3,0.3333333333333333,0.3755102040816326,245,92,1.7358490566037736,42,42,0,42,0,0.7169811320754716,0.1320754716981132,53,2025-09-02,2026-09-02,True,238.96313812058125,0.2341666666666666,-6.530000516411722,272.0769325180047,20.78120919997024,0.57970739464617,1.5199545340524268,1000,22.37358485177379,56.3833013872553,1000,102.34385936843672,296.7299047540095,1000,1.243688967381701,3.965766910462629,1000
level,AMD,wf_2022,,3,0.21875,0.3441295546558704,247,85,1.6666666666666667,32,32,0,32,0,0.8235294117647058,0.1372549019607843,51,2022-01-11,2022-12-31,True,710.3252512814513,0.18390625,-29.07712616378314,883.2649200752427,7.862473532049549,0.0,1.072518351214003,973,31.03846359040589,140.73836630357383,973,338.84233009984223,888.4783862569944,973,0.690217022778274,5.308206308618677,939
level,AMD,wf_2023,,3,0.2,0.4534412955465587,247,112,2.196078431372549,25,25,0,25,0,0.8823529411764706,0.0980392156862745,51,2023-01-10,2023-12-30,True,238.78112968909403,0.205,-21.41276108301459,324.19054780615244,-22.599306264038873,0.2653061224489796,0.988,932,-0.3272185680006691,50.707575198416514,932,37.86415269298571,349.6706132705452,932,0.6513343982217987,1.7268057858194397,920
level,AMD,wf_2024,,3,0.3928571428571428,0.407258064516129,248,101,1.9803921568627452,28,28,0,28,0,0.8431372549019608,0.1372549019607843,51,2024-01-10,2024-12-29,True,272.15778866313747,0.3167857142857143,5.487332925940134,510.3657041412597,35.21762756689175,0.6978757641767972,1.9277374031007757,987,16.859174069434292,164.3080123896339,987,95.38482607505344,529.34288307523,987,0.9636919914328408,4.6722073535054465,986
level,AMD,wf_2025,,3,0.2613636363636363,0.2608695652173913,161,42,1.2352941176470589,88,88,0,88,0,0.2941176470588235,0.5294117647058824,34,2025-01-10,2025-08-30,True,548.452158718412,0.2178977272727272,-33.083585697423935,548.4521587184119,-24.98469866942509,0.8246577823533897,1.2332553424785369,1000,5.469575328878593,23.252509732610125,1000,175.21757198853015,623.8017818620856,1000,1.0393884310670731,1.5573490658931972,1000
level,KGS,oot,,3,0.2950819672131147,0.3551020408163265,245,87,1.6415094339622642,61,61,0,61,0,0.6226415094339622,0.2075471698113207,53,2025-09-02,2026-09-02,True,251.38728346570625,0.2490983606557377,-15.100270840633511,269.97598992606567,1.5934576418344133,0.5913367612587078,1.2883192952536362,1000,17.34573195361114,43.19450033840381,1000,209.11960859064632,294.81444884377817,1000,1.1021755716153538,1.865228919473332,999
level,KGS,wf_2022,,3,0.2619047619047619,0.340080971659919,247,84,1.6470588235294117,42,42,0,42,0,0.7647058823529411,0.1764705882352941,51,2022-01-11,2022-12-31,True,789.7978754507076,0.1996428571428571,-78.17581553816527,1153.1400275205558,5.950072948078311,0.5227181742844393,1.79692405631313,999,41.65720638048373,446.9444937780152,999,379.06342772675794,884.0607822314262,999,1.1843779429891137,946.6951614886464,999
level,KGS,wf_2023,,3,0.2857142857142857,0.4493927125506073,247,111,2.176470588235294,14,14,0,14,0,0.9215686274509804,0.0588235294117647,51,2023-01-10,2023-12-30,True,127.36235128287277,0.3275,-2.040459019607927,332.28952502211854,2.2615928155230103,0.0,1.015485087477614,876,14.719353118530266,56.78783975869627,876,48.43638647646253,254.3591740628526,876,0.6001379268763635,1.6726615528194426,804
level,KGS,wf_2024,,3,0.4090909090909091,0.4193548387096774,248,104,2.0392156862745097,22,22,0,22,0,0.8627450980392157,0.0784313725490196,51,2024-01-10,2024-12-29,True,485.33636191654494,0.365909090909091,27.128922424589792,616.9477268312374,33.08311930271383,0.627935911206588,2.4554455445544554,984,8.52182550377588,116.58487415787556,984,0.0,710.4595313612672,984,0.4904427987197934,2.0902042578140083,971
level,KGS,wf_2025,,3,0.202020202020202,0.2298136645962732,161,37,1.088235294117647,99,99,0,99,0,0.2647058823529412,0.6176470588235294,34,2025-01-10,2025-08-30,True,535.1712629845289,0.1833333333333333,-34.83848432694504,535.1712629845289,-29.21378432342502,0.7104978648564456,1.1500994809688585,1000,3.986579461892786,20.832992887612033,1000,232.82850526218715,622.3229721876287,1000,1.0196999362750925,1.2765270474578532,1000
level,KZT,oot,,3,0.5263157894736842,0.3836734693877551,245,94,1.7735849056603774,19,19,0,19,0,0.8679245283018868,0.0754716981132075,53,2025-09-02,2026-09-02,True,235.20949830033632,0.4026315789473684,1.2092156335602806,357.32478089624595,59.51729716409356,0.9430552663728164,3.0244730502860584,990,39.69457808101065,193.05677571157472,990,0.0,370.06399037409653,990,1.0374631330688144,7.470658790797411,988
level,KZT,wf_2022,,3,0.2156862745098039,0.3036437246963562,247,75,1.4705882352941178,51,51,0,51,0,0.7058823529411765,0.2156862745098039,51,2022-01-11,2022-12-31,True,787.7210034762036,0.1689215686274509,-97.28639268813586,854.997888934715,-9.07219418700093,0.383494162987353,1.5837798818157398,999,52.78445946838826,262.243795009172,999,312.04294860004643,829.6924947192625,999,1.2358435206604144,15.717358530644344,998
level,KZT,wf_2023,,3,0.2857142857142857,0.4048582995951417,247,100,1.96078431372549,21,21,0,21,0,0.8823529411764706,0.0784313725490196,51,2023-01-10,2023-12-30,True,176.57840346038657,0.2014285714285714,-10.597133241736572,201.2815567700354,-0.4465133221482035,0.449267930977452,1.342391304347826,947,8.285256118540502,67.2504959657787,947,1.634988759446898,215.5966397019582,947,1.0367535167207986,2.988067714716073,946
level,KZT,wf_2024,,3,0.3111111111111111,0.3346774193548387,248,83,1.6274509803921569,45,45,0,45,0,0.803921568627451,0.196078431372549,51,2024-01-10,2024-12-29,True,611.2045094665981,0.3099999999999999,-28.223647194406663,845.6056919356233,-29.829273348291935,0.5057319223985891,1.2356005344503826,991,-2.446365104384096,35.38079500334699,991,165.02364617332125,949.0685570810164,991,0.7892800938154249,1.1103983404933355,987
level,KZT,wf_2025,,3,0.2782608695652174,0.2422360248447205,161,39,1.1470588235294117,115,115,0,115,0,0.1176470588235294,0.6764705882352942,34,2025-01-10,2025-08-30,False,,0.232,-34.145063679477424,571.217375073092,-16.91479568633944,1.0412428324525569,1.229086014176663,1000,9.836184118008308,28.78021959087394,1000,278.3510503973844,725.8754204582134,1000,1.159779361001135,1.8212005160769664,1000
level,TJS,oot,,3,0.3142857142857143,0.3714285714285714,245,91,1.7169811320754718,70,70,0,70,0,0.5849056603773585,0.2075471698113207,53,2025-09-02,2026-09-02,True,254.55734197834937,0.2857142857142856,-6.205604209274141,274.24230358418106,1.7838761865360644,0.6600569671304699,1.135025702177772,1000,11.076422999965754,34.70061103191396,1000,193.9578339772874,280.5141875570628,1000,1.0033632671459702,1.6108390025345982,1000
level,TJS,wf_2022,,3,0.3076923076923077,0.3522267206477733,247,87,1.7058823529411764,39,39,0,39,0,0.7843137254901961,0.1764705882352941,51,2022-01-11,2022-12-31,True,804.742848335073,0.2203846153846154,-98.58704348048052,1444.576402328635,4.929603759899555,0.3789684959349593,1.94401819154628,998,30.052062802226047,307.0715320217921,998,419.4704943125793,914.520272997883,998,1.0710433755837796,3061.9952607814766,997
level,TJS,wf_2023,,3,0.25,0.4453441295546558,247,110,2.156862745098039,12,12,0,12,0,0.9411764705882352,0.0588235294117647,51,2023-01-10,2023-12-30,True,94.70102319760753,0.2995833333333333,13.418187032844694,310.99574169127584,21.777381304582587,0.0,0.8302521008403362,832,21.865485442094084,83.97876994865383,832,34.2962832917526,141.73242085505632,832,0.5902906889117191,3.017394575987592,781
level,TJS,wf_2024,,3,0.4,0.407258064516129,248,101,1.9803921568627452,30,30,0,30,0,0.803921568627451,0.1176470588235294,51,2024-01-10,2024-12-29,True,331.3795000569368,0.3276666666666666,8.630801605770566,569.1195047176965,38.85888378507525,0.7266419624418582,1.509404761904762,986,17.959056192749568,96.36588854911736,986,131.25213740286412,502.7166684185192,986,0.9529076855669522,4.968061165532884,980
level,TJS,wf_2025,,3,0.2558139534883721,0.3416149068322981,161,55,1.6176470588235294,43,43,0,43,0,0.6764705882352942,0.2352941176470588,34,2025-01-10,2025-08-30,True,552.1496385220534,0.2373255813953488,-53.922015958865806,617.8694563326368,-44.35965423487634,0.4003981334024665,1.08872397253035,997,3.11500367997931,48.974594237059534,997,187.62117861943483,632.711467752618,997,0.9861285073571412,1.5339010382373717,994
level,UZS,oot,,3,0.3469387755102041,0.3918367346938775,245,96,1.8113207547169812,49,49,0,49,0,0.6981132075471698,0.1698113207547169,53,2025-09-02,2026-09-02,True,310.8620617743662,0.2690816326530612,-19.863340605292983,338.01426379396406,0.3473253064780121,0.6559299191374662,1.395873568939771,1000,17.94780449017106,65.87089301579753,1000,122.9500891987656,384.0497814572252,1000,1.1182575692953705,2.9586960967697524,1000
