horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,value_observations,moment_advantage_bps,regret_observations,customer_regret_bps_mean,customer_regret_bps_max,customer_regret_cvar_95_bps,customer_regret_worst_five_mean_bps,useful_signals_per_week,useful_signals_per_100_weeks,eligible_weeks,pushes_per_week,pushes_p50_per_week,pushes_p90_per_week,zero_push_week_rate,over_budget_week_rate,cluster_rate,signals_per_week,cluster_share,lift_at_risk,experiment,feature_groups
1,RUB->AMD,logreg,oot,247,21,132,0.5714285714285714,0.5344129554655871,0.5047619047619046,1.0692640692640691,1.1320754716981134,-1.0982059025402164,21,-11.642944116881727,21,35.668041341603704,126.36853859142593,121.97768864252723,110.3511478512642,0.22641509433962262,22.641509433962263,53,0.39622641509433965,0.0,1.0,0.7547169811320755,0.03773584905660377,0.38095238095238093,0.39622641509433965,0.2857142857142857,1.0462507103808936,cbr_full_logreg,"A,B,C,E"
1,RUB->KGS,logreg,oot,247,21,117,0.5714285714285714,0.47368421052631576,0.47809523809523813,1.2063492063492063,1.195219123505976,41.30681639800476,21,-13.174963227546538,21,22.697430407043854,127.95269999284153,113.96328457875859,84.13001418727183,0.22641509433962262,22.641509433962263,53,0.39622641509433965,0.0,1.0,0.7924528301886793,0.05660377358490566,0.5714285714285714,0.39622641509433965,0.47619047619047616,1.5503657447369643,cbr_full_logreg,"A,B,C,E"
1,RUB->KZT,logreg,oot,247,11,142,0.8181818181818182,0.5748987854251012,0.5490909090909091,1.4231754161331627,1.490066225165563,45.70626971825954,11,-30.209430385139072,11,25.557331794312315,218.9756070881632,218.9756070881632,56.226129947487095,0.169811320754717,16.9811320754717,53,0.20754716981132076,0.0,1.0,0.8301886792452831,0.018867924528301886,0.18181818181818182,0.20754716981132076,0.18181818181818182,1.1051930106390229,cbr_full_logreg,"A,B,C,E"
1,RUB->TJS,logreg,oot,247,29,125,0.7241379310344828,0.5060728744939271,0.5103448275862069,1.4308965517241379,1.4189189189189189,42.177634463606694,28,-9.180312993841698,29,15.27475536632947,122.4653635743067,104.8569400739996,79.37422625444592,0.3962264150943396,39.62264150943396,53,0.5471698113207547,0.0,1.8000000000000043,0.6792452830188679,0.05660377358490566,0.4482758620689655,0.5471698113207547,0.41379310344827586,1.1973936827709988,cbr_full_logreg,"A,B,C,E"
1,RUB->UZS,logreg,oot,247,19,136,0.5789473684210527,0.5506072874493927,0.5621052631578948,1.0514705882352942,1.0299625468164795,25.48954974939677,18,-26.603980870365714,18,27.634281222835966,154.76498163713882,154.76498163713882,85.77159136246549,0.20754716981132076,20.754716981132077,53,0.3584905660377358,0.0,1.8000000000000043,0.7924528301886793,0.03773584905660377,0.47368421052631576,0.3584905660377358,0.3684210526315789,1.0443769595094048,cbr_full_logreg,"A,B,C,E"
1,RUB->AMD,logreg,y2022,247,38,124,0.39473684210526316,0.5020242914979757,0.5126315789473683,0.7862903225806452,0.7700205338809036,-17.633218046888096,38,35.752804424046474,38,92.76590632720334,808.2600538011176,644.0473890793419,410.70595608303154,0.29411764705882354,29.41176470588235,51,0.7450980392156863,0.0,2.0,0.6470588235294118,0.0784313725490196,0.6578947368421053,0.7450980392156863,0.5789473684210527,2.265274046104623,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KGS,logreg,y2022,247,44,123,0.45454545454545453,0.4979757085020243,0.4968181818181818,0.9127864005912787,0.9149130832570905,-26.848076016134925,44,30.92381108396665,44,151.62104642941023,831.6226786883641,686.1033872019469,600.6705804683028,0.3921568627450981,39.21568627450981,51,0.8627450980392157,0.0,3.0,0.6470588235294118,0.13725490196078433,0.6818181818181818,0.8627450980392157,0.7272727272727273,1.454477144389109,all_external_logreg,"A,B,C,D,E,F"
1,RUB->KZT,logreg,y2022,247,38,116,0.42105263157894735,0.46963562753036436,0.45315789473684215,0.896551724137931,0.9291521486643436,25.344996213525057,38,51.02069563412284,38,95.8297816801601,376.4796879203658,371.3219011271629,325.37349962190024,0.3137254901960784,31.372549019607842,51,0.7450980392156863,0.0,3.0,0.7058823529411765,0.13725490196078433,0.7105263157894737,0.7450980392156863,0.631578947368421,10.258002924474496,all_external_logreg,"A,B,C,D,E,F"
1,RUB->TJS,logreg,y2022,247,45,131,0.5111111111111111,0.5303643724696356,0.5351111111111111,0.9636980491942323,0.9551495016611296,-72.80574763738002,45,27.46814982367359,45,160.14207425250726,1591.6580820487459,1143.4604809437722,875.6173908679937,0.45098039215686275,45.09803921568628,51,0.8823529411764706,0.0,3.0,0.6666666666666666,0.1568627450980392,0.7111111111111111,0.8823529411764706,0.6444444444444445,1.2880097028812563,all_external_logreg,"A,B,C,D,E,F"
1,RUB->UZS,logreg,y2022,247,50,119,0.32,0.4817813765182186,0.4920000000000001,0.6642016806722689,0.6504065040650405,-63.68213865413928,50,26.345842867040783,50,131.76010898080466,848.1230869016821,739.5245447545914,597.1256002221305,0.3137254901960784,31.372549019607842,51,0.9803921568627451,0.0,4.0,0.6274509803921569,0.17647058823529413,0.76,0.9803921568627451,0.66,1.0501043942930204,all_external_logreg,"A,B,C,D,E,F"
