horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,value_observations,moment_advantage_bps,regret_observations,customer_regret_bps_mean,customer_regret_bps_max,customer_regret_cvar_95_bps,customer_regret_worst_five_mean_bps,useful_signals_per_week,useful_signals_per_100_weeks,eligible_weeks,pushes_per_week,pushes_p50_per_week,pushes_p90_per_week,zero_push_week_rate,over_budget_week_rate,cluster_rate,signals_per_week,cluster_share,lift_at_risk,indicator,label,evaluation_horizon
10,RUB->AMD,signal_momentum,oot,238,36,56,0.1388888888888889,0.23529411764705882,0.2544444444444445,0.5902777777777778,0.5458515283842794,-21.702555610619008,36,79.8803652216211,36,200.61917822898815,527.1672042368491,513.8720066954827,459.42048299060406,0.09803921568627452,9.803921568627452,51,0.7058823529411765,0.0,2.0,0.6078431372549019,0.0784313725490196,0.5277777777777778,0.7058823529411765,0.5555555555555556,2.6255137037996574,signal_momentum,Правило: momentum,10
10,RUB->KGS,signal_momentum,oot,238,48,53,0.14583333333333334,0.22268907563025211,0.22875,0.654874213836478,0.6375227686703097,-46.199086756845965,48,68.36209327268118,48,222.87182487768567,677.8323313759138,606.6504383442561,561.4899163822025,0.1372549019607843,13.72549019607843,51,0.9411764705882353,1.0,2.0,0.49019607843137253,0.09803921568627451,0.5833333333333334,0.9411764705882353,0.6041666666666666,2.2932370193988363,signal_momentum,Правило: momentum,10
10,RUB->KZT,signal_momentum,oot,238,27,65,0.18518518518518517,0.27310924369747897,0.27925925925925926,0.6780626780626781,0.6631299734748011,-32.47851871111594,27,75.22122268271151,27,235.23691391350258,731.3464665582603,707.9878975288567,654.0341823872841,0.09803921568627452,9.803921568627452,51,0.5294117647058824,0.0,2.0,0.7058823529411765,0.058823529411764705,0.5185185185185185,0.5294117647058824,0.5555555555555556,2.1774600313759933,signal_momentum,Правило: momentum,10
10,RUB->TJS,signal_momentum,oot,238,40,54,0.125,0.226890756302521,0.21650000000000003,0.5509259259259259,0.5773672055427251,-44.9008059684092,40,68.71446911899397,40,229.78767141908708,614.8436170682058,608.61289604334,545.5406825361905,0.09803921568627452,9.803921568627452,51,0.7843137254901961,0.0,2.0,0.5686274509803921,0.09803921568627451,0.55,0.7843137254901961,0.575,1.9864748532802994,signal_momentum,Правило: momentum,10
10,RUB->UZS,signal_momentum,oot,238,36,63,0.19444444444444445,0.2647058823529412,0.2827777777777778,0.7345679012345679,0.6876227897838899,-32.31769028007761,36,100.14857013846891,36,226.68263078432292,483.5854631609049,480.4257625075526,451.94075027207026,0.1372549019607843,13.72549019607843,51,0.7058823529411765,0.0,3.0,0.6862745098039216,0.11764705882352941,0.6388888888888888,0.7058823529411765,0.6666666666666666,4.012697159096884,signal_momentum,Правило: momentum,10
1,RUB->AMD,signal_level,oot,247,42,132,0.47619047619047616,0.5344129554655871,0.530952380952381,0.8910533910533909,0.8968609865470851,8.790869108146987,42,11.80705594950617,42,29.895282039797547,152.98085415171636,134.72902622787035,124.63604575880984,0.37735849056603776,37.735849056603776,53,0.7924528301886793,0.0,3.8000000000000043,0.7169811320754716,0.1320754716981132,0.8095238095238095,0.7924528301886793,0.8095238095238095,1.2660205963838616,signal_level,Правило: level,1
1,RUB->KGS,signal_level,oot,247,61,117,0.39344262295081966,0.47368421052631576,0.48196721311475416,0.8306010928961749,0.8163265306122448,-2.1384808832282447,61,9.126877173039771,61,33.70865192245171,194.34045807672052,146.45654781022867,138.87053485662858,0.45283018867924524,45.283018867924525,53,1.150943396226415,0.0,5.0,0.6226415094339622,0.20754716981132076,0.8524590163934426,1.150943396226415,0.8524590163934426,1.1441022768220765,signal_level,Правило: level,1
1,RUB->KZT,signal_level,oot,247,19,142,0.6842105263157895,0.5748987854251012,0.5736842105263158,1.1901408450704225,1.1926605504587156,24.02173989297318,19,25.93161628434651,19,42.12695865539389,218.9756070881632,218.9756070881632,156.21711620374822,0.24528301886792453,24.528301886792452,53,0.3584905660377358,0.0,1.8000000000000043,0.8679245283018868,0.07547169811320754,0.6842105263157895,0.3584905660377358,0.7368421052631579,1.3717134634782764,signal_level,Правило: level,1
1,RUB->TJS,signal_level,oot,247,70,125,0.4714285714285714,0.5060728744939271,0.49057142857142855,0.9315428571428571,0.9609784507862551,-2.4797565922878,70,5.902711836099472,70,31.463674007376436,202.9608287567175,141.78159849274618,135.05553400928562,0.6226415094339622,62.264150943396224,53,1.320754716981132,0.0,5.0,0.5849056603773585,0.20754716981132076,0.8571428571428571,1.320754716981132,0.8857142857142857,1.076946019538955,signal_level,Правило: level,1
1,RUB->UZS,signal_level,oot,247,49,136,0.5102040816326531,0.5506072874493927,0.543265306122449,0.9266206482593038,0.9391435011269721,0.039140233579783745,49,12.3161485381036,49,32.179286351416664,206.83061374007661,173.75189038400262,151.81416892241285,0.4716981132075472,47.16981132075472,53,0.9245283018867925,0.0,4.0,0.6981132075471698,0.16981132075471697,0.7755102040816326,0.9245283018867925,0.7959183673469388,1.3223589630325927,signal_level,Правило: level,1
5,RUB->AMD,signal_level,oot,243,42,74,0.2857142857142857,0.3045267489711934,0.2980952380952381,0.9382239382239381,0.9584664536741214,30.57967260279441,42,58.28907932565845,42,96.33431275688281,338.4998373093606,324.66588751324315,312.4760535689819,0.23076923076923075,23.076923076923077,52,0.8076923076923077,0.0,3.8999999999999986,0.7115384615384616,0.1346153846153846,0.8095238095238095,0.8076923076923077,0.8095238095238095,1.5768328952321085,signal_level,Правило: level,5
5,RUB->KGS,signal_level,oot,243,61,70,0.22950819672131148,0.2880658436213992,0.2770491803278689,0.7967213114754098,0.8284023668639052,2.909592696271615,61,44.6045505888872,61,107.15537252468832,349.99595210233105,337.22955025843214,325.8895541975977,0.2692307692307692,26.923076923076923,52,1.1730769230769231,0.0,5.0,0.6153846153846154,0.21153846153846154,0.8524590163934426,1.1730769230769231,0.8524590163934426,1.410485984824871,signal_level,Правило: level,5
5,RUB->KZT,signal_level,oot,243,19,80,0.3684210526315789,0.3292181069958848,0.32842105263157895,1.119078947368421,1.1217948717948718,75.97455021835013,19,96.52780856926036,19,103.07786357126697,370.06399037409653,370.06399037409653,266.8550141611949,0.1346153846153846,13.461538461538462,52,0.36538461538461536,0.0,1.8999999999999986,0.8653846153846154,0.07692307692307693,0.6842105263157895,0.36538461538461536,0.7368421052631579,1.5664203652383295,signal_level,Правило: level,5
5,RUB->TJS,signal_level,oot,243,70,73,0.2571428571428571,0.3004115226337449,0.3134285714285714,0.855968688845401,0.8204193254329991,7.215962819665714,70,34.23766520465862,70,94.43545422154574,331.08968528288153,306.46418709496083,301.2738695453541,0.34615384615384615,34.61538461538461,52,1.3461538461538463,0.0,5.0,0.5769230769230769,0.21153846153846154,0.8571428571428571,1.3461538461538463,0.8857142857142857,1.2276043634478293,signal_level,Правило: level,5
5,RUB->UZS,signal_level,oot,243,49,83,0.32653061224489793,0.34156378600823045,0.34816326530612246,0.9559872141627734,0.9378663540445485,6.206549742917612,49,49.463570636735156,49,96.25582133521645,395.11308397216726,372.84464173054977,341.19704446246635,0.3076923076923077,30.76923076923077,52,0.9423076923076923,0.0,4.0,0.6923076923076923,0.17307692307692307,0.7755102040816326,0.9423076923076923,0.7959183673469388,1.4992209124312939,signal_level,Правило: level,5
10,RUB->AMD,signal_level,oot,238,42,56,0.23809523809523808,0.23529411764705882,0.23999999999999996,1.0119047619047619,0.9920634920634922,58.70758082135415,42,110.8633545583588,42,122.3595181062964,401.9476402789457,384.25954604270896,366.1011660097238,0.19607843137254904,19.607843137254903,51,0.8235294117647058,0.0,4.0,0.7058823529411765,0.13725490196078433,0.8095238095238095,0.8235294117647058,0.8095238095238095,1.6174937034747685,signal_level,Правило: level,10
10,RUB->KGS,signal_level,oot,238,61,53,0.18032786885245902,0.22268907563025211,0.23606557377049178,0.8097742035261367,0.763888888888889,7.602523935489267,61,86.11307241382055,61,158.7608719936177,544.6989658959378,463.03696329837885,445.8036483733205,0.21568627450980393,21.568627450980394,51,1.196078431372549,0.0,5.0,0.6078431372549019,0.21568627450980393,0.8524590163934426,1.196078431372549,0.8524590163934426,1.8049029833255787,signal_level,Правило: level,10
10,RUB->KZT,signal_level,oot,238,19,65,0.3157894736842105,0.27310924369747897,0.29578947368421055,1.1562753036437248,1.0676156583629892,116.67206894769102,19,149.69588297779922,19,127.5766909168519,370.06399037409653,370.06399037409653,299.27007373145466,0.11764705882352942,11.764705882352942,51,0.37254901960784315,0.0,2.0,0.8627450980392157,0.0784313725490196,0.6842105263157895,0.37254901960784315,0.7368421052631579,2.4807579940272877,signal_level,Правило: level,10
10,RUB->TJS,signal_level,oot,238,70,54,0.17142857142857143,0.226890756302521,0.23399999999999999,0.7555555555555555,0.7326007326007327,23.380127163549982,70,71.53929471749171,70,127.72364302823955,416.4001812319817,366.3247249197826,357.80750066162966,0.23529411764705885,23.529411764705884,51,1.3725490196078431,0.0,5.0,0.5686274509803921,0.21568627450980393,0.8571428571428571,1.3725490196078431,0.8857142857142857,1.5042759186102967,signal_level,Правило: level,10
10,RUB->UZS,signal_level,oot,238,49,63,0.2653061224489796,0.2647058823529412,0.2583673469387755,1.0022675736961453,1.0268562401263823,10.228835095852963,49,83.16024597046419,49,144.79965771370186,604.0052559195464,500.9577215788866,464.63239716363876,0.2549019607843137,25.49019607843137,51,0.9607843137254902,0.0,4.0,0.6862745098039216,0.17647058823529413,0.7755102040816326,0.9607843137254902,0.7959183673469388,1.8709164272798329,signal_level,Правило: level,10
1,RUB->AMD,signal_reversal,oot,247,10,132,0.6,0.5344129554655871,0.5539999999999999,1.1227272727272726,1.0830324909747293,21.34022378887823,10,-19.518053116705623,10,29.932595844434303,126.36853859142593,126.36853859142593,59.86519168886862,0.11320754716981131,11.320754716981131,53,0.18867924528301888,0.0,1.0,0.8113207547169812,0.0,0.0,0.18867924528301888,0.0,1.3960669784226984,signal_reversal,Правило: reversal,1
1,RUB->KGS,signal_reversal,oot,247,11,117,0.36363636363636365,0.47368421052631576,0.48727272727272725,0.7676767676767677,0.746268656716418,15.70103071686126,11,-18.12555383459117,11,29.295831797192424,127.95269999284153,127.95269999284153,62.5388499235151,0.07547169811320754,7.547169811320755,53,0.20754716981132076,0.0,1.0,0.7924528301886793,0.0,0.0,0.20754716981132076,0.0,0.9574284439897568,signal_reversal,Правило: reversal,1
1,RUB->KZT,signal_reversal,oot,247,9,142,0.7777777777777778,0.5748987854251012,0.5444444444444444,1.3528951486697967,1.4285714285714288,39.86089511148797,9,-9.447884811762584,9,34.29914529636468,218.9756070881632,218.9756070881632,61.738461533456416,0.1320754716981132,13.20754716981132,53,0.16981132075471697,0.0,1.0,0.8490566037735849,0.0,0.1111111111111111,0.16981132075471697,0.0,1.3129780716321333,signal_reversal,Правило: reversal,1
1,RUB->TJS,signal_reversal,oot,247,12,125,0.5,0.5060728744939271,0.5066666666666667,0.988,0.9868421052631579,3.5262710339561045,12,-22.218245118053318,12,31.932437589845733,122.4653635743067,122.4653635743067,74.02011848773782,0.11320754716981131,11.320754716981131,53,0.22641509433962265,0.0,1.0,0.7735849056603774,0.0,0.0,0.22641509433962265,0.0,0.9879926418951048,signal_reversal,Правило: reversal,1
1,RUB->UZS,signal_reversal,oot,247,9,136,0.5555555555555556,0.5506072874493927,0.5533333333333332,1.0089869281045754,1.0040160642570284,17.190808626195277,9,-25.586524719400927,9,14.726091253336213,83.10971450158355,83.10971450158355,26.506964256005183,0.09433962264150944,9.433962264150944,53,0.16981132075471697,0.0,1.0,0.8301886792452831,0.0,0.0,0.16981132075471697,0.0,2.134224708014767,signal_reversal,Правило: reversal,1
5,RUB->AMD,signal_reversal,oot,243,10,74,0.1,0.3045267489711934,0.332,0.3283783783783784,0.30120481927710846,8.128195447956179,10,23.37639301810612,10,100.39239874899076,319.7913094087435,319.7913094087435,175.77204657409328,0.019230769230769232,1.9230769230769231,52,0.19230769230769232,0.0,1.0,0.8076923076923077,0.0,0.0,0.19230769230769232,0.0,0.39329201188961593,signal_reversal,Правило: reversal,5
5,RUB->KGS,signal_reversal,oot,243,11,70,0.09090909090909091,0.2880658436213992,0.3145454545454546,0.3155844155844156,0.2890173410404624,-7.094521201500155,11,27.422852149179686,11,122.8832118782377,381.84712971919276,381.84712971919276,221.7392470814725,0.019230769230769232,1.9230769230769231,52,0.21153846153846154,0.0,1.0,0.7884615384615384,0.0,0.0,0.21153846153846154,0.0,0.3362005127638455,signal_reversal,Правило: reversal,5
