method_id,method_label,method_type,feature_groups,training_horizon,horizon,corridor,method,split,eligible_days,signal_count,target_positives,signal_hit_rate,random_hit_rate,freq_matched_hit_rate,lift,lift_freq_matched,bps_forward,value_observations,moment_advantage_bps,regret_observations,customer_regret_bps_mean,customer_regret_bps_max,customer_regret_cvar_95_bps,customer_regret_worst_five_mean_bps,useful_signals_per_week,useful_signals_per_100_weeks,eligible_weeks,pushes_per_week,pushes_p50_per_week,pushes_p90_per_week,zero_push_week_rate,over_budget_week_rate,cluster_rate,signals_per_week,cluster_share,lift_at_risk,lar_variant,lar_eligible_count,lar_signal_count,lar_excluded_signal_count,lar_baseline_draws,lar_baseline_kind,lar_signal_hit_rate,lar_random_hit_rate,lar_lift,lar_signal_value_bps,lar_random_value_bps,lar_signal_tail_regret_bps,lar_random_tail_regret_bps,lar_delta_utility_bps,lar_rho,lar_scale_bps,lar_regret_confidence,lar_mean_gap_days,lar_lift_at_risk,fold_kind,train_end,validation_start,validation_end,test_start,test_end,threshold
random,Случайный день,random,,5,5,RUB->AMD,random,wf_2022,247,79,72,0.31645569620253167,0.291497975708502,0.29063291139240505,1.0856188466947962,1.088850174216028,82.42677752587393,79,11.733130806702286,79,300.44685328873516,2030.2009629947727,1348.8374562270255,1278.9543000033236,0.4901960784313726,49.01960784313726,51,1.5490196078431373,1.0,3.0,0.1568627450980392,0.21568627450980393,0.4936708860759494,1.5490196078431373,0.35443037974683544,0.6394777063085172,fixed,242,76,3,20,weekly_count_matched,0.32894736842105265,0.29473684210526313,1.1160714285714288,93.12026999060814,68.37914344924904,1348.8374562270255,1230.3323195538553,-212.26914680498135,2.0,381.1494686708401,0.95,,0.6394777063085172,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,5,RUB->KGS,random,wf_2022,247,82,65,0.2682926829268293,0.2631578947368421,0.26682926829268294,1.0195121951219512,1.0054844606946984,-32.57105336763608,82,-41.1796323856831,82,296.69972525919616,2278.2503037667066,1653.0921536382878,1653.092153638288,0.43137254901960786,43.13725490196079,51,1.607843137254902,2.0,3.0,0.1568627450980392,0.17647058823529413,0.4878048780487805,1.607843137254902,0.3048780487804878,0.1078803501211429,fixed,242,80,2,20,weekly_count_matched,0.275,0.2525,1.0891089108910892,-27.03658772860531,17.837936298969748,1810.9622089688726,1392.773079105079,-881.2527837551622,2.0,381.1494686708401,0.95,,0.1078803501211429,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,5,RUB->KZT,random,wf_2022,247,68,64,0.23529411764705882,0.2591093117408907,0.2761764705882353,0.9080882352941176,0.8519701810436634,-61.94359826645085,68,-12.821169829564516,68,308.7877545121924,1238.0361917309247,1094.6842539503605,1066.2988778610604,0.3137254901960784,31.372549019607842,51,1.3333333333333333,1.0,3.0,0.23529411764705882,0.13725490196078433,0.4264705882352941,1.3333333333333333,0.23529411764705882,0.7476294782900967,fixed,242,68,0,20,weekly_count_matched,0.23529411764705882,0.2544117647058824,0.9248554913294796,-61.94359826645082,-52.77087873845933,1094.6842539503605,1058.7296515560174,-81.0819243166776,2.0,381.1494686708401,0.95,,0.7476294782900967,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,5,RUB->TJS,random,wf_2022,247,76,77,0.27631578947368424,0.3117408906882591,0.3178947368421053,0.8863636363636365,0.8692052980132451,4.065971305004533,76,20.205171769604963,76,288.25602691392123,2501.98750709824,1650.528921613108,1478.8266283324283,0.411764705882353,41.1764705882353,51,1.4901960784313726,1.0,2.0,0.0784313725490196,0.058823529411764705,0.3684210526315789,1.4901960784313726,0.23684210526315788,2.0285140760425366,fixed,242,74,2,20,weekly_count_matched,0.28378378378378377,0.2716216216216216,1.044776119402985,9.48426681205554,-43.085371697592876,1650.528921613108,1750.6906139415435,252.8930231665194,2.0,381.1494686708401,0.95,,2.0285140760425366,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,5,RUB->UZS,random,wf_2022,247,83,65,0.2289156626506024,0.2631578947368421,0.26048192771084333,0.8698795180722891,0.8788159111933396,-34.91498570616065,83,-30.131111360095826,83,366.2951786645264,1951.0455503323064,1668.081987524733,1668.081987524733,0.37254901960784315,37.254901960784316,51,1.6274509803921569,2.0,3.0,0.11764705882352941,0.21568627450980393,0.5301204819277109,1.6274509803921569,0.3373493975903614,0.30306223440641145,fixed,242,80,3,20,weekly_count_matched,0.225,0.26437499999999997,0.8510638297872342,-31.447646393982005,15.551047961537952,1768.0796841717947,1594.801288964883,-393.5554847693433,2.0,381.1494686708401,0.95,,0.30306223440641145,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,10,RUB->AMD,random,wf_2022,247,79,59,0.25316455696202533,0.2388663967611336,0.24050632911392403,1.059858399485089,1.0526315789473686,130.39321614562846,79,24.182740464203327,79,481.7405696511905,2663.8899563713635,2159.8909323748526,2035.0330969113954,0.3921568627450981,39.21568627450981,51,1.5490196078431373,1.0,3.0,0.1568627450980392,0.21568627450980393,0.4936708860759494,1.5490196078431373,0.35443037974683544,0.46729876438103607,fixed,237,72,7,20,weekly_count_matched,0.2777777777777778,0.24583333333333335,1.1299435028248588,156.5632418478449,140.55665760526693,2159.8909323748526,1983.6188958016537,-336.5374889038198,2.0,381.1494686708401,0.95,,0.46729876438103607,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,10,RUB->KGS,random,wf_2022,247,82,51,0.23170731707317074,0.20647773279352227,0.20195121951219513,1.1221903395504544,1.1473429951690821,-55.30103370212434,82,-56.028156815375475,82,491.8976939472356,2686.532605709098,1979.441178534083,1979.441178534083,0.37254901960784315,37.254901960784316,51,1.607843137254902,2.0,3.0,0.1568627450980392,0.17647058823529413,0.4878048780487805,1.607843137254902,0.3048780487804878,0.5719976731775543,fixed,237,77,5,20,weekly_count_matched,0.23376623376623376,0.1987012987012987,1.176470588235294,-53.56990939122632,-20.713828613109122,2057.856104866077,1936.8532176012764,-274.8618553077189,2.0,381.1494686708401,0.95,,0.5719976731775543,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,10,RUB->KZT,random,wf_2022,247,68,51,0.22058823529411764,0.20647773279352227,0.21441176470588236,1.0683391003460208,1.02880658436214,-105.73097518859115,68,-27.033400649779782,68,539.0629687474002,1891.8206451771114,1825.6657251948473,1807.6919887327308,0.29411764705882354,29.41176470588235,51,1.3333333333333333,1.0,3.0,0.23529411764705882,0.13725490196078433,0.4264705882352941,1.3333333333333333,0.23529411764705882,1.133180004136743,fixed,237,66,2,20,weekly_count_matched,0.22727272727272727,0.1886363636363636,1.2048192771084338,-113.99531771537715,-105.6611391497059,1825.6657251948473,1818.1502526428862,-23.365123669593274,2.0,381.1494686708401,0.95,,1.133180004136743,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,10,RUB->TJS,random,wf_2022,247,76,57,0.18421052631578946,0.23076923076923078,0.23500000000000004,0.7982456140350876,0.783874580067189,2.0190018763530864,76,14.83885255296966,76,509.5768954028571,3854.221534416935,3052.217296295243,2728.667905976884,0.2745098039215686,27.45098039215686,51,1.4901960784313726,1.0,2.0,0.0784313725490196,0.058823529411764705,0.3684210526315789,1.4901960784313726,0.23684210526315788,7.901815091056322,fixed,237,74,2,20,weekly_count_matched,0.1891891891891892,0.19932432432432434,0.9491525423728813,9.840324031300117,-63.10263084619239,3052.217296295243,3419.626707306778,807.761776900562,2.0,381.1494686708401,0.95,,7.901815091056322,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,10,RUB->UZS,random,wf_2022,247,83,51,0.18072289156626506,0.20647773279352227,0.2146987951807229,0.8752657689581856,0.8417508417508417,-34.368487345781865,83,-39.16919713640664,83,623.6813378509535,3510.345185072947,2998.43094743832,2998.4309474383203,0.29411764705882354,29.41176470588235,51,1.6274509803921569,2.0,3.0,0.11764705882352941,0.21568627450980393,0.5301204819277109,1.6274509803921569,0.3373493975903614,0.2014090755880939,fixed,237,79,4,20,weekly_count_matched,0.189873417721519,0.20632911392405062,0.9202453987730063,-23.383733556794596,21.70757285851343,3135.9636761338484,2868.968691331375,-579.081276020255,2.0,381.1494686708401,0.95,,0.2014090755880939,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,20,RUB->AMD,random,wf_2022,247,79,42,0.20253164556962025,0.1700404858299595,0.1650632911392405,1.191078963230862,1.2269938650306749,133.6737102649294,79,23.574737990650295,79,765.4687799696283,4241.091572344633,3528.3769785271297,3389.8162946611437,0.3137254901960784,31.372549019607842,51,1.5490196078431373,1.0,3.0,0.1568627450980392,0.21568627450980393,0.4936708860759494,1.5490196078431373,0.35443037974683544,0.40354218404199776,fixed,227,69,10,20,weekly_count_matched,0.2028985507246377,0.15507246376811595,1.308411214953271,136.9768927280721,127.28326651919853,3528.3769785271297,3299.3594228983357,-448.34148504871456,2.0,381.1494686708401,0.95,,0.40354218404199776,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,20,RUB->KGS,random,wf_2022,247,82,41,0.18292682926829268,0.1659919028340081,0.16390243902439025,1.1020226055919096,1.1160714285714286,-107.51657775007662,82,-99.61576079867945,82,830.9781997921802,4704.791304109268,3409.945287506791,3409.945287506791,0.29411764705882354,29.41176470588235,51,1.607843137254902,2.0,3.0,0.1568627450980392,0.17647058823529413,0.4878048780487805,1.607843137254902,0.3048780487804878,0.3919239711103355,fixed,227,72,10,20,weekly_count_matched,0.1527777777777778,0.12083333333333332,1.2643678160919543,-161.58087046235354,-137.94616076080808,3608.129680826033,3396.7345378225573,-446.42499570849714,2.0,381.1494686708401,0.95,,0.3919239711103355,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,20,RUB->KZT,random,wf_2022,247,68,36,0.17647058823529413,0.145748987854251,0.14676470588235294,1.2107843137254903,1.2024048096192386,-139.17281458808458,68,-3.106348537263373,68,869.0529054086929,3215.482812722863,2975.930749274354,2910.5818951195283,0.23529411764705885,23.529411764705884,51,1.3333333333333333,1.0,3.0,0.23529411764705882,0.13725490196078433,0.4264705882352941,1.3333333333333333,0.23529411764705882,1.5681088731890644,fixed,227,64,4,20,weekly_count_matched,0.171875,0.12109375,1.4193548387096775,-174.85953840412782,-179.16171194607892,2975.930749274354,2992.7738507398626,37.98837647296796,2.0,381.1494686708401,0.95,,1.5681088731890644,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,20,RUB->TJS,random,wf_2022,247,76,47,0.14473684210526316,0.1902834008097166,0.20105263157894737,0.7606382978723405,0.7198952879581152,-5.70383708105634,76,27.29023533589034,76,918.2291173485235,5875.290789427539,5049.854054234513,4814.801553561897,0.21568627450980393,21.568627450980394,51,1.4901960784313726,1.0,2.0,0.0784313725490196,0.058823529411764705,0.3684210526315789,1.4901960784313726,0.23684210526315788,15.29441694031206,fixed,227,71,5,20,weekly_count_matched,0.1267605633802817,0.12957746478873236,0.9782608695652176,-32.480367066903966,-88.99219437065989,5049.854054234513,5545.577038440796,1047.9577957163228,2.0,381.1494686708401,0.95,,15.29441694031206,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,20,RUB->UZS,random,wf_2022,247,83,38,0.10843373493975904,0.15384615384615385,0.15180722891566265,0.7048192771084337,0.7142857142857143,-69.87371917220591,83,-57.18784295664671,83,1110.9051766022412,6490.24130933014,5601.394316339224,5601.394316339223,0.17647058823529413,17.647058823529413,51,1.6274509803921569,2.0,3.0,0.11764705882352941,0.21568627450980393,0.5301204819277109,1.6274509803921569,0.3373493975903614,0.01668648194850077,fixed,227,75,8,20,weekly_count_matched,0.08,0.10999999999999999,0.7272727272727274,-105.04870860503597,-56.75450815818167,6044.226644850971,5349.010795997304,-1438.7258981541884,2.0,381.1494686708401,0.95,,0.01668648194850077,y2022,2021-01-01,2021-01-01,2022-01-01,2022-01-01,2023-01-01,
random,Случайный день,random,,5,1,RUB->AMD,random,wf_2023,247,79,141,0.620253164556962,0.5708502024291497,0.5736708860759494,1.0865427776281533,1.0812003530450132,12.741610237944645,79,-0.3218408648127202,79,23.192564658506686,320.38423040643414,192.8496021500514,181.70641608843496,0.9607843137254902,96.07843137254902,51,1.5490196078431373,1.0,3.0,0.21568627450980393,0.21568627450980393,0.5063291139240507,1.5490196078431373,0.3291139240506329,1.0749411126881865,fixed,246,79,0,20,weekly_count_matched,0.620253164556962,0.5987341772151897,1.035940803382664,12.741610237944645,13.357338641585196,192.8496021500514,200.2003230928165,14.085713481889636,2.0,381.1494686708401,0.95,,1.0749411126881865,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,1,RUB->KGS,random,wf_2023,247,95,140,0.5578947368421052,0.5668016194331984,0.5616842105263159,0.9842857142857142,0.9932533733133431,9.412577261698756,95,-1.0947139238895722,95,30.015821675104306,336.84210526315763,222.88599675043884,222.8859967504389,1.0392156862745099,103.92156862745098,51,1.8627450980392157,2.0,3.0,0.0784313725490196,0.23529411764705882,0.5473684210526316,1.8627450980392157,0.3684210526315789,0.819203395653411,fixed,246,95,0,20,weekly_count_matched,0.5578947368421052,0.5563157894736842,1.0028382213812677,9.412577261698756,9.95300770666069,222.88599675043884,184.6111225212101,-77.09017890341943,2.0,381.1494686708401,0.95,,0.819203395653411,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,1,RUB->KZT,random,wf_2023,247,83,138,0.5301204819277109,0.5587044534412956,0.5612048192771085,0.9488388335952506,0.94461142121082,-3.3148275014435615,83,-6.382928268190144,83,41.070608968831074,297.5341703474421,236.79308082398887,236.79308082398884,0.8627450980392157,86.27450980392157,51,1.6274509803921569,2.0,3.0,0.17647058823529413,0.2549019607843137,0.5542168674698795,1.6274509803921569,0.2891566265060241,0.8843403003572116,fixed,246,83,0,20,weekly_count_matched,0.5301204819277109,0.5512048192771084,0.9617486338797816,-3.3148275014435615,11.257942424376553,236.79308082398887,228.08811543426145,-31.982700705274954,2.0,381.1494686708401,0.95,,0.8843403003572116,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,1,RUB->TJS,random,wf_2023,247,74,141,0.6081081081081081,0.5708502024291497,0.5651351351351351,1.0652673950546292,1.0760401721664277,5.78280649390135,74,0.36702659037192265,74,29.3971670584416,380.5870989445448,279.77455518442883,245.94393307864067,0.8823529411764706,88.23529411764706,51,1.4509803921568627,1.0,3.0,0.21568627450980393,0.17647058823529413,0.4864864864864865,1.4509803921568627,0.3108108108108108,0.8984500862480158,fixed,246,73,1,20,weekly_count_matched,0.6027397260273972,0.5458904109589041,1.1041405269761606,4.824308854211401,3.520965179636339,279.77455518442883,239.8356435788603,-78.57447953656201,2.0,381.1494686708401,0.95,,0.8984500862480158,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,1,RUB->UZS,random,wf_2023,247,82,139,0.5975609756097561,0.562753036437247,0.5700000000000001,1.0618529566590629,1.0483525887890457,8.269593827469544,82,1.7300609107689802,82,26.940446067249436,252.02169425171172,168.25754920194981,168.25754920194981,0.9607843137254902,96.07843137254902,51,1.607843137254902,1.0,3.0,0.17647058823529413,0.2549019607843137,0.5365853658536586,1.607843137254902,0.3780487804878049,0.981095268757138,fixed,246,81,1,20,weekly_count_matched,0.5925925925925926,0.595679012345679,0.9948186528497409,7.901898147018576,13.006428923214136,168.25754920194981,168.16256128337758,-5.294506613340019,2.0,381.1494686708401,0.95,,0.981095268757138,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,3,RUB->AMD,random,wf_2023,247,79,112,0.5443037974683544,0.4534412955465587,0.45367088607594935,1.2003842676311032,1.1997767857142858,29.164648139041365,79,4.671110200071673,79,57.12365803787276,418.69770043237776,385.0817016777714,377.9994839963261,0.8431372549019608,84.31372549019608,51,1.5490196078431373,1.0,3.0,0.21568627450980393,0.21568627450980393,0.5063291139240507,1.5490196078431373,0.3291139240506329,1.3546400770597948,fixed,244,78,1,20,weekly_count_matched,0.5512820512820513,0.5089743589743589,1.0831234256926954,31.73901244985803,27.230672031562232,385.0817016777714,425.45659638993556,85.25812984262416,2.0,381.1494686708401,0.95,,1.3546400770597948,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,3,RUB->KGS,random,wf_2023,247,95,111,0.45263157894736844,0.4493927125506073,0.4465263157894737,1.0072072072072071,1.0136727958510137,18.31637317391828,95,-1.555415605898943,95,60.77268912001752,404.66071343297824,345.9889336094934,345.9889336094935,0.8431372549019608,84.31372549019608,51,1.8627450980392157,2.0,3.0,0.0784313725490196,0.23529411764705882,0.5473684210526316,1.8627450980392157,0.3684210526315789,1.140248493404614,fixed,244,94,1,20,weekly_count_matched,0.4574468085106383,0.4659574468085106,0.9817351598173517,19.267354474194807,24.69312574697436,345.9889336094934,377.2270296658868,57.05042084000719,2.0,381.1494686708401,0.95,,1.140248493404614,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,3,RUB->KZT,random,wf_2023,247,83,100,0.3493975903614458,0.4048582995951417,0.416867469879518,0.8630120481927711,0.8381502890173412,13.10083099142135,83,-8.65961276175728,83,89.10918492662987,401.81626229252475,342.1760270055976,342.1760270055976,0.5686274509803921,56.86274509803921,51,1.6274509803921569,2.0,3.0,0.17647058823529413,0.2549019607843137,0.5542168674698795,1.6274509803921569,0.2891566265060241,1.4867671173651904,fixed,244,83,0,20,weekly_count_matched,0.3493975903614458,0.41325301204819276,0.8454810495626823,13.100830991421203,23.62173490713328,342.1760270055976,455.0070675393722,215.14117715183718,2.0,381.1494686708401,0.95,,1.4867671173651904,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
random,Случайный день,random,,5,3,RUB->TJS,random,wf_2023,247,74,110,0.40540540540540543,0.44534412955465585,0.45054054054054066,0.9103194103194104,0.8998200359928012,8.78561277526847,74,-6.212100188593973,74,80.75069481500564,786.7099551410117,485.8076534064459,449.85813641621723,0.5882352941176471,58.8235294117647,51,1.4509803921568627,1.0,3.0,0.21568627450980393,0.17647058823529413,0.4864864864864865,1.4509803921568627,0.3108108108108108,0.8600304430657877,fixed,244,73,1,20,weekly_count_matched,0.410958904109589,0.43561643835616437,0.9433962264150944,9.159786981115575,9.931276908495999,485.8076534064459,468.5616939321844,-35.263408875903416,2.0,381.1494686708401,0.95,,0.8600304430657877,wf_oos,2022-01-01,2022-01-01,2023-01-01,2023-01-01,2024-01-01,
