experiment,currency,fold,training_horizon,evaluation_horizon,hit_rate,base_hit_rate,eligible_days,target_positives,positive_target_per_week,all_signals,outcome_signals,excluded_outcome_signals,moment_signals,excluded_moment_signals,empty_week_share,over_two_week_share,weeks,period_start,period_end,small_sample,worst_five_mean_bps,random_hit_rate_lar,random_forward_bps_lar,random_cvar_lar,forward_bps_lar
catboost_a,KZT,oot,5.0,1,,0.5748987854251012,247,142,2.6792452830188678,0,0,0,0,0,1.0,0.0,53,2025-09-02,2026-09-02,True,,,,,
catboost_a,KZT,wf_2022,5.0,1,,0.46963562753036436,247,116,2.2745098039215685,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,
catboost_a,KZT,wf_2023,5.0,1,0.6666666666666666,0.5587044534412956,247,138,2.7058823529411766,9,9,0,9,0,0.8431372549019608,0.0,51,2023-01-10,2023-12-30,True,41.09780259978457,0.525,20.884389765524638,122.92252341982923,56.1077129492281
catboost_a,KZT,wf_2024,5.0,1,0.4461538461538462,0.5040322580645161,248,125,2.450980392156863,65,65,0,65,0,0.5490196078431373,0.23529411764705882,51,2024-01-10,2024-12-29,True,206.0326083955726,0.41892307692307695,-7.716913170239621,258.5613091221409,-0.12928156418794287
catboost_a,KZT,wf_2025,5.0,1,0.38461538461538464,0.43478260869565216,161,70,2.0588235294117645,26,26,0,26,0,0.5294117647058824,0.08823529411764706,34,2025-01-10,2025-08-30,True,112.38336504991864,0.4842307692307692,-13.560051583883801,209.41027514682057,-12.503229559116365
catboost_a,TJS,oot,5.0,1,,0.5060728744939271,247,125,2.358490566037736,0,0,0,0,0,1.0,0.0,53,2025-09-02,2026-09-02,True,,,,,
catboost_a,TJS,wf_2022,5.0,1,1.0,0.5303643724696356,247,131,2.5686274509803924,5,5,0,5,0,0.9019607843137255,0.0,51,2022-01-11,2022-12-31,True,0.0,0.655,-3.7068155894260246,696.0984498921703,142.65211564858004
catboost_a,TJS,wf_2023,5.0,1,0.3333333333333333,0.5708502024291497,247,141,2.764705882352941,6,6,0,6,0,0.8823529411764706,0.0,51,2023-01-10,2023-12-30,True,25.52523553432051,0.40583333333333327,-1.2581090029212154,111.42083002077868,21.2226091065972
catboost_a,TJS,wf_2024,5.0,1,0.5454545454545454,0.5483870967741935,248,136,2.6666666666666665,66,66,0,66,0,0.5686274509803921,0.2549019607843137,51,2024-01-10,2024-12-29,True,188.52847805016458,0.4936363636363636,-6.542363637445083,228.23750883580382,-3.571727442696019
catboost_a,TJS,wf_2025,5.0,1,0.5555555555555556,0.5217391304347826,161,84,2.4705882352941178,27,27,0,27,0,0.5588235294117647,0.08823529411764706,34,2025-01-10,2025-08-30,True,102.37597031977018,0.5557407407407408,-1.17276617997072,180.84785570140983,5.829054374901982
catboost_a,UZS,oot,5.0,1,,0.5506072874493927,247,136,2.5660377358490565,0,0,0,0,0,1.0,0.0,53,2025-09-02,2026-09-02,True,,,,,
catboost_a,UZS,wf_2022,5.0,1,,0.4817813765182186,247,119,2.3333333333333335,0,0,0,0,0,1.0,0.0,51,2022-01-11,2022-12-31,True,,,,,
catboost_a,UZS,wf_2023,5.0,1,0.2857142857142857,0.562753036437247,247,139,2.7254901960784315,7,7,0,7,0,0.8627450980392157,0.0,51,2023-01-10,2023-12-30,True,37.38671923745862,0.4242857142857142,-2.842930906051871,125.17287960189873,15.715702981582268
catboost_a,UZS,wf_2024,5.0,1,0.4444444444444444,0.5403225806451613,248,134,2.627450980392157,63,63,0,63,0,0.6078431372549019,0.2549019607843137,51,2024-01-10,2024-12-29,True,232.9404979665548,0.4542857142857143,-14.23726054296851,257.1603019070356,-20.887404204791086
catboost_a,UZS,wf_2025,5.0,1,0.36363636363636365,0.4472049689440994,161,72,2.1176470588235294,22,22,0,22,0,0.5294117647058824,0.029411764705882353,34,2025-01-10,2025-08-30,True,97.71196823756645,0.42340909090909096,-14.022909503042174,170.98973254170988,-7.209766967648019
catboost_ab,AMD,oot,5.0,1,0.6923076923076923,0.5344129554655871,247,132,2.490566037735849,13,13,0,13,0,0.8679245283018868,0.03773584905660377,53,2025-09-02,2026-09-02,True,30.33355968312535,0.7211538461538461,31.918094020684038,78.74872131835711,28.82137898301257
catboost_ab,AMD,wf_2022,5.0,1,0.4375,0.5020242914979757,247,124,2.4313725490196076,32,32,0,32,0,0.7254901960784313,0.09803921568627451,51,2022-01-11,2022-12-31,True,306.46140134165955,0.43015625,3.851552447459044,510.6054142686248,9.200829594315783
catboost_ab,AMD,wf_2023,5.0,1,0.4845360824742268,0.5708502024291497,247,141,2.764705882352941,97,97,0,97,0,0.47058823529411764,0.39215686274509803,51,2023-01-10,2023-12-30,True,230.48968929050505,0.4618041237113403,-6.974347332418117,248.2144811589751,-2.1797970772830855
catboost_ab,AMD,wf_2024,5.0,1,0.575,0.5604838709677419,248,139,2.7254901960784315,40,40,0,40,0,0.7254901960784313,0.13725490196078433,51,2024-01-10,2024-12-29,True,199.83426357197453,0.553125,-4.897566818532309,252.243526086091,-12.03075950266097
catboost_ab,AMD,wf_2025,5.0,1,,0.453416149068323,161,73,2.1470588235294117,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,
catboost_ab,KGS,oot,5.0,1,0.5384615384615384,0.47368421052631576,247,117,2.207547169811321,13,13,0,13,0,0.8679245283018868,0.03773584905660377,53,2025-09-02,2026-09-02,True,86.97259729687134,0.6615384615384616,47.940509582108014,226.72029107294316,35.57079190776481
catboost_ab,KGS,wf_2022,5.0,1,0.48484848484848486,0.4979757085020243,247,123,2.411764705882353,33,33,0,33,0,0.6862745098039216,0.0784313725490196,51,2022-01-11,2022-12-31,True,388.6892636578674,0.5328787878787878,-21.801029883820906,492.05042647123935,-13.109028605193505
catboost_ab,KGS,wf_2023,5.0,1,0.5,0.5668016194331984,247,140,2.7450980392156863,102,102,0,102,0,0.39215686274509803,0.43137254901960786,51,2023-01-10,2023-12-30,False,,0.4961764705882354,-1.7136750490565973,202.08074309681356,4.709964515331923
catboost_ab,KGS,wf_2024,5.0,1,0.45454545454545453,0.5645161290322581,248,140,2.7450980392156863,55,55,0,55,0,0.6078431372549019,0.17647058823529413,51,2024-01-10,2024-12-29,True,187.51387498519412,0.46381818181818174,-11.560365595308973,214.13528257470244,-16.078501426112986
catboost_ab,KGS,wf_2025,5.0,1,,0.422360248447205,161,68,2.0,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,
catboost_ab,KZT,oot,5.0,1,0.5,0.5748987854251012,247,142,2.6792452830188678,30,30,0,30,0,0.7358490566037735,0.07547169811320754,53,2025-09-02,2026-09-02,True,138.07174080430596,0.5603333333333333,20.108439752558553,197.58749079267884,17.91317837812386
catboost_ab,KZT,wf_2022,5.0,1,0.42105263157894735,0.46963562753036436,247,116,2.2745098039215685,38,38,0,38,0,0.6470588235294118,0.09803921568627451,51,2022-01-11,2022-12-31,True,301.60322437913493,0.3988157894736841,-28.346134676395494,499.6545528285913,12.294859912693129
catboost_ab,KZT,wf_2023,5.0,1,0.5294117647058824,0.5587044534412956,247,138,2.7058823529411766,102,102,0,102,0,0.37254901960784315,0.4117647058823529,51,2023-01-10,2023-12-30,False,,0.48897058823529416,-1.3246349890308755,253.17743062670218,8.201781420403693
catboost_ab,KZT,wf_2024,5.0,1,0.38461538461538464,0.5040322580645161,248,125,2.450980392156863,39,39,0,39,0,0.7254901960784313,0.11764705882352941,51,2024-01-10,2024-12-29,True,116.60180458005475,0.4152564102564103,-8.023334524979148,250.76948692970677,-6.751098116179535
catboost_ab,KZT,wf_2025,5.0,1,,0.43478260869565216,161,70,2.0588235294117645,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,
catboost_ab,TJS,oot,5.0,1,0.7692307692307693,0.5060728744939271,247,125,2.358490566037736,27,26,1,26,1,0.7358490566037735,0.07547169811320754,53,2025-09-02,2026-09-02,True,109.47823306868365,0.7584615384615385,56.052409057100064,106.40655501223327,38.27478933051935
catboost_ab,TJS,wf_2022,5.0,1,0.5641025641025641,0.5303643724696356,247,131,2.5686274509803924,39,39,0,39,0,0.6470588235294118,0.11764705882352941,51,2022-01-11,2022-12-31,True,611.4550762738858,0.4865384615384616,-34.632454435409336,1037.7521031470899,-20.399631909776897
catboost_ab,TJS,wf_2023,5.0,1,0.4883720930232558,0.5708502024291497,247,141,2.764705882352941,86,86,0,86,0,0.47058823529411764,0.3333333333333333,51,2023-01-10,2023-12-30,True,170.06479688358445,0.4594767441860465,-8.31036474803002,211.48706317251498,-0.5812815279254316
catboost_ab,TJS,wf_2024,5.0,1,0.4864864864864865,0.5483870967741935,248,136,2.6666666666666665,37,37,0,37,0,0.7254901960784313,0.1568627450980392,51,2024-01-10,2024-12-29,True,188.52847805016458,0.545,-8.85237923633696,229.70235765840079,-21.876417815850193
catboost_ab,TJS,wf_2025,5.0,1,,0.5217391304347826,161,84,2.4705882352941178,0,0,0,0,0,1.0,0.0,34,2025-01-10,2025-08-30,True,,,,,
catboost_ab,UZS,oot,5.0,1,0.5416666666666666,0.5506072874493927,247,136,2.5660377358490565,24,24,0,24,0,0.7547169811320755,0.07547169811320754,53,2025-09-02,2026-09-02,True,132.85972776505696,0.598125,29.39720670353223,191.1199547475384,22.94950469100277
catboost_ab,UZS,wf_2022,5.0,1,0.4473684210526316,0.4817813765182186,247,119,2.3333333333333335,38,38,0,38,0,0.6470588235294118,0.09803921568627451,51,2022-01-11,2022-12-31,True,488.86210061240126,0.36710526315789466,-56.309881936847304,719.9367555730711,-29.801301804576656
catboost_ab,UZS,wf_2023,5.0,1,0.4807692307692308,0.562753036437247,247,139,2.7254901960784315,104,104,0,104,0,0.45098039215686275,0.43137254901960786,51,2023-01-10,2023-12-30,False,,0.47091346153846153,-4.172247766837579,209.07611915710274,2.171040104405705
