experiment,training_horizon,evaluation_horizon,currency,fold,lift,moment_advantage_bps,customer_regret_cvar_95_bps,signals_per_week,lift_at_risk,cluster_rate
logreg_a,5.0,1,AMD,wf_2022,1.991935483870968,-64.01241099282029,0.0,0.0392156862745098,16.803615059968664,0.0
logreg_a,5.0,1,AMD,wf_2023,0.5005065856129686,-15.167056208529791,65.76435726362018,0.13725490196078433,1.5564074353903323,0.0
logreg_a,5.0,1,AMD,wf_2024,0.9991366906474822,-2.067490255143811,129.55198555340442,0.9803921568627451,1.4227678261427807,0.7
logreg_a,5.0,1,AMD,wf_2025,1.0024906600249066,-14.732344443095132,146.61782660201905,0.6470588235294118,1.0338579081183226,0.45454545454545453
logreg_a,5.0,1,KGS,oot,1.0555555555555556,0.08589924507806934,56.86729549774672,0.07547169811320754,2.0713279228185946,0.0
logreg_a,5.0,1,KGS,wf_2022,,,,0.0,,
logreg_a,5.0,1,KGS,wf_2023,0.8821428571428571,-17.007886808031817,70.0895051036432,0.11764705882352941,1.7114013055831079,0.0
logreg_a,5.0,1,KGS,wf_2024,0.9358490566037735,-5.917406471959152,102.47122554682149,1.0392156862745099,1.2141023872605006,0.7169811320754716
logreg_a,5.0,1,KGS,wf_2025,0.7533422459893048,-20.9031258421466,133.43387694028542,0.6470588235294118,0.8615297638264906,0.2727272727272727
logreg_a,5.0,1,KZT,oot,1.391549295774648,-16.12618883851913,89.71670057911885,0.09433962264150944,2.050685373746411,0.2
logreg_a,5.0,1,KZT,wf_2022,,,,0.0,,
logreg_a,5.0,1,KZT,wf_2023,1.1932367149758452,-17.672766518240174,98.05357124180291,0.17647058823529413,1.4798673570603138,0.0
logreg_a,5.0,1,KZT,wf_2024,0.868,-5.548508812124875,119.70261963049215,0.9411764705882353,1.4664955176265193,0.6041666666666666
logreg_a,5.0,1,KZT,wf_2025,0.8846153846153847,-24.083749471212833,138.13448746221036,0.7647058823529411,1.1617582053749653,0.38461538461538464
logreg_a,5.0,1,TJS,oot,1.374608695652174,-9.805806111435672,201.72935492670817,0.8867924528301887,0.7443537482911535,0.574468085106383
logreg_a,5.0,1,TJS,wf_2022,0.9427480916030534,-11.158887395196214,80.36723505601584,0.0392156862745098,3.9469635582474427,0.0
logreg_a,5.0,1,TJS,wf_2023,0.5839243498817968,-16.32771780169332,70.52955954605756,0.11764705882352941,1.1306293317963407,0.0
logreg_a,5.0,1,TJS,wf_2024,1.1305882352941177,-2.077085426445913,175.2065311292631,0.9803921568627451,1.8077566197739636,0.68
logreg_a,5.0,1,TJS,wf_2025,1.0648148148148149,-13.501050729523055,161.87361402950074,0.7941176470588235,1.124097906380312,0.5185185185185185
logreg_a,5.0,1,UZS,oot,0.9080882352941176,-32.631932624536674,83.10971450158355,0.07547169811320754,1.4375022089910774,0.0
logreg_a,5.0,1,UZS,wf_2022,,,,0.0,,
logreg_a,5.0,1,UZS,wf_2023,0.5077081192189106,-18.079911157158346,79.12334332897953,0.13725490196078433,0.9020374837785912,0.0
logreg_a,5.0,1,UZS,wf_2024,0.9253731343283582,-7.652744423407413,189.8871464386572,0.9411764705882353,1.1589316740992137,0.6666666666666666
logreg_a,5.0,1,UZS,wf_2025,0.8131313131313131,-20.55032899706362,133.0214785509476,0.6470588235294118,1.0519952211610635,0.2727272727272727
logreg_ab,5.0,1,AMD,oot,,,,0.0,,
logreg_ab,5.0,1,AMD,wf_2022,1.3279569892473118,4.176758929519038,54.41158477339059,0.11764705882352941,18.22670506114291,0.0
logreg_ab,5.0,1,AMD,wf_2023,,,,0.0,,
logreg_ab,5.0,1,AMD,wf_2024,1.0258992805755396,-5.946502231630957,104.97291976390821,0.7843137254901961,1.5788391724188302,0.65
logreg_ab,5.0,1,AMD,wf_2025,,,,0.0,,
logreg_ab,5.0,1,KGS,oot,,,,0.0,,
logreg_ab,5.0,1,KGS,wf_2022,1.3387533875338753,20.109887111569765,6.082988059155081,0.058823529411764705,4.1042287746309984,0.0
logreg_ab,5.0,1,KGS,wf_2023,,,,0.0,,
logreg_ab,5.0,1,KGS,wf_2024,0.8303571428571428,-5.792941581132805,82.55926696819404,0.6274509803921569,0.9859699324087808,0.59375
logreg_ab,5.0,1,KGS,wf_2025,2.3676470588235294,3.720557822581849,0.0,0.029411764705882353,2.4361328558736703,0.0
